0 0 1
0 1 -0.000786822
0 2 -0.000589973
0 3 -0.00048166
0 4 -0.000621907
0 5 -0.000520271
1 0 -0.000786822
1 1 1
1 2 -0.000834579
1 3 -0.00068136
1 4 -0.000879755
1 5 -0.000735979
2 0 -0.000589973
2 1 -0.000834579
2 2 1
2 3 -0.000510896
2 4 -0.000659655
2 5 -0.00055185
3 0 -0.00048166
3 1 -0.00068136
3 2 -0.000510896
3 3 1
3 4 0.128633
3 5 -0.000450536
4 0 -0.000621907
4 1 -0.000879755
4 2 -0.000659655
4 3 0.128633
4 4 1
4 5 -0.000581721
5 0 -0.000520271
5 1 -0.000735979
5 2 -0.00055185
5 3 -0.000450536
5 4 -0.000581721
5 5 1
