0 0 1
0 1 0.00232042
0 2 -0.00546745
0 3 -0.00891464
0 4 -0.00352659
0 5 0.00714613
1 0 0.00232042
1 1 1
1 2 0.00726209
1 3 -0.00718302
1 4 0.00591665
1 5 0.0131605
2 0 -0.00546745
2 1 0.00726209
2 2 1
2 3 0.00262617
2 4 0.0126587
2 5 0.00523798
3 0 -0.00891464
3 1 -0.00718302
3 2 0.00262617
3 3 1
3 4 -0.00622864
3 5 -0.00530218
4 0 -0.00352659
4 1 0.00591665
4 2 0.0126587
4 3 -0.00622864
4 4 1
4 5 -0.00331196
5 0 0.00714613
5 1 0.0131605
5 2 0.00523798
5 3 -0.00530218
5 4 -0.00331196
5 5 1
