0 0 1
0 1 -0.000735953
0 2 -0.00048166
0 3 -0.000681313
0 4 -0.000439678
0 5 -0.000652285
1 0 -0.000735953
1 1 1
1 2 -0.00063731
1 3 -0.00090148
1 4 -0.000581761
1 5 -0.000863072
2 0 -0.00048166
2 1 -0.00063731
2 2 1
2 3 -0.000589993
2 4 -0.000380746
2 5 -0.000564856
3 0 -0.000681313
3 1 -0.00090148
3 2 -0.000589993
3 3 1
3 4 -0.000538569
3 5 -0.000798993
4 0 -0.000439678
4 1 -0.000581761
4 2 -0.000380746
4 3 -0.000538569
4 4 1
4 5 -0.000515623
5 0 -0.000652285
5 1 -0.000863072
5 2 -0.000564856
5 3 -0.000798993
5 4 -0.000515623
5 5 1
