0 0 1
0 1 -0.00117448
0 2 -0.00117448
0 3 -0.0010933
0 4 -0.00121304
0 5 -0.00125041
1 0 -0.00117448
1 1 1
1 2 -0.00104341
1 3 -0.00097129
1 4 -0.00107766
1 5 -0.00111087
2 0 -0.00117448
2 1 -0.00104341
2 2 1
2 3 -0.00097129
2 4 -0.00107766
2 5 -0.00111087
3 0 -0.0010933
3 1 -0.00097129
3 2 -0.00097129
3 3 1
3 4 -0.00100318
3 5 -0.00103409
4 0 -0.00121304
4 1 -0.00107766
4 2 -0.00107766
4 3 -0.00100318
4 4 1
4 5 -0.00114734
5 0 -0.00125041
5 1 -0.00111087
5 2 -0.00111087
5 3 -0.00103409
5 4 -0.00114734
5 5 1
