time,decay_suON_mean,decay_suON_std,decay_suOFF_mean,decay_suOFF_std
130.0,0.7354060324825981,0.05912753027143068,0.03700696055684455,0.030761374035064182
135.0,0.7245359628770303,0.05942848834013064,0.03148491879350346,0.02824937228927728
140.0,0.7136890951276099,0.06152611236616139,0.026183294663573036,0.02527672919499603
145.0,0.7032482598607892,0.06085341324037936,0.021751740139211058,0.02323227993716177
150.0,0.6914733178654312,0.060715273331130665,0.017784222737818906,0.02102555801459495
155.0,0.6812064965197219,0.06282359610000655,0.01452436194895582,0.01860428649803618
160.0,0.6703712296983764,0.06325730249102814,0.011786542923433797,0.016463723881853284
165.0,0.6597795823665897,0.06361552620836816,0.009907192575405979,0.014939653373838197
170.0,0.6492923433874715,0.06389946723982957,0.008004640371229662,0.013494347937665515
175.0,0.6379350348027842,0.06446571744857005,0.006461716937354959,0.012295106672827663
180.0,0.6276450116009287,0.06551172273863029,0.005174013921113671,0.01104325485787385
185.0,0.6175290023201856,0.06459077655831368,0.004199535962877021,0.009824308115439162
190.0,0.606044083526682,0.06547178706275117,0.003283062645011597,0.008440382761098491
195.0,0.5966821345707647,0.06553820466074399,0.002807424593967517,0.007885935120049634
200.0,0.5851044083526677,0.06564988874628318,0.002447795823665894,0.007252101928447111
205.0,0.5750232018561487,0.06629356717420498,0.0018445475638051059,0.006127717387979737
210.0,0.564396751740139,0.06651444996701088,0.0014385150812064975,0.005300291251825814
215.0,0.5545011600928075,0.06674687700785353,0.001067285382830627,0.004571943268749437
220.0,0.5442459396751742,0.0677690552546154,0.0007192575406032485,0.003532096832398679
225.0,0.5332830626450117,0.06758520387430657,0.0005800464037122971,0.0032864018501723787
230.0,0.5219605568445476,0.06821375795031256,0.000406032482598608,0.002715831524843681
235.0,0.5121693735498839,0.06922376433898643,0.00031322505800464046,0.0024121283922924463
240.0,0.501972157772622,0.07073567125352948,0.00024361948955916473,0.0020574238580754263
245.0,0.4920533642691416,0.07079319859025952,0.00011600928074245938,0.00126912244372875
250.0,0.48177494199535986,0.07188693380195554,9.280742459396752e-05,0.0010730701698234099
255.0,0.4724013921113688,0.07312489013480133,6.960556844547565e-05,0.0008313908523048189
260.0,0.46272621809744774,0.07352172988339951,3.480278422273782e-05,0.0005889113757075162
265.0,0.45325986078886255,0.07426156031298997,2.320185614849188e-05,0.00048112392931154885
270.0,0.44396751740139223,0.07551087482172669,2.320185614849188e-05,0.00048112392931154885
275.0,0.43513921113689114,0.07703716895007073,2.320185614849188e-05,0.000481123929311549
280.0,0.4261020881670534,0.0774514518716832,2.320185614849188e-05,0.000481123929311549
285.0,0.41665893271461646,0.07715487277135767,2.320185614849188e-05,0.000481123929311549
290.0,0.40766821345707666,0.07809368153918855,1.160092807424594e-05,0.0003404037297243903
295.0,0.3989791183294662,0.0797101886908141,3.480278422273782e-05,0.000588911375707517
300.0,0.3902900232018561,0.08102896487505773,2.320185614849188e-05,0.000481123929311549
305.0,0.3818213457076568,0.08080540406596132,1.160092807424594e-05,0.00034040372972439004
310.0,0.3740371229698377,0.08162467732880334,0.0,0.0
315.0,0.3653828306264502,0.08309433088882978,0.0,0.0
320.0,0.3576914153132248,0.08363067852373468,0.0,0.0
325.0,0.34957076566125334,0.08423217542822944,0.0,0.0
330.0,0.3419373549883996,0.08508944807113468,0.0,0.0
335.0,0.333445475638051,0.08572650447800474,0.0,0.0
340.0,0.325104408352668,0.0869417265119155,0.0,0.0
345.0,0.317679814385151,0.08754686930850009,0.0,0.0
350.0,0.3104292343387475,0.08880582576946766,0.0,0.0
355.0,0.30291183294663576,0.08935052651506695,0.0,0.0
360.0,0.2962529002320188,0.0898038392550834,0.0,0.0
365.0,0.2897911832946635,0.09049850605087215,0.0,0.0
370.0,0.2831902552204172,0.09172443597874713,2.320185614849188e-05,0.00048112392931154923
375.0,0.2777842227378186,0.0921140462888253,1.160092807424594e-05,0.0003404037297243904
380.0,0.2713921113689089,0.09264187380616278,0.0,0.0
385.0,0.2649187935034797,0.0944648151119561,0.0,0.0
390.0,0.2594547563805099,0.09569651696403257,0.0,0.0
395.0,0.2537470997679807,0.09684463163853431,0.0,0.0
400.0,0.24803944315545137,0.09761415269409716,1.160092807424594e-05,0.00034040372972439004
405.0,0.2420881670533638,0.09834737253047121,1.160092807424594e-05,0.00034040372972439004
410.0,0.2367169373549878,0.09864399025229044,1.160092807424594e-05,0.00034040372972439004
415.0,0.2315545243619481,0.09900852419039861,2.320185614849188e-05,0.0004811239293115491
420.0,0.2267749419953589,0.09943479680298951,1.160092807424594e-05,0.00034040372972439037
425.0,0.22214617169373505,0.10042328964196238,1.160092807424594e-05,0.00034040372972439037
430.0,0.21675174013921095,0.10157863510355362,1.160092807424594e-05,0.00034040372972439037
435.0,0.21229698375870037,0.10175519946102214,1.160092807424594e-05,0.00034040372972439037
440.0,0.2072041763341065,0.10234808257002258,1.160092807424594e-05,0.00034040372972439037
445.0,0.20251740139211102,0.10325579953700835,1.160092807424594e-05,0.00034040372972439037
450.0,0.19770301624129902,0.10387979384186567,1.160092807424594e-05,0.00034040372972439037
455.0,0.19379350348027843,0.10418112486981958,1.160092807424594e-05,0.00034040372972439037
460.0,0.1892459396751744,0.10473593942804782,1.160092807424594e-05,0.00034040372972439037
465.0,0.1854872389791187,0.1051600556682715,0.0,0.0
470.0,0.18134570765661298,0.10574802044144122,0.0,0.0
475.0,0.17697215777262212,0.10659134037050014,0.0,0.0
480.0,0.17334106728538315,0.10687708818718485,0.0,0.0
485.0,0.16940835266821375,0.1073061748020618,0.0,0.0
490.0,0.16573085846867755,0.10755611258324349,0.0,0.0
495.0,0.16223897911832952,0.10821467648543054,1.160092807424594e-05,0.00034040372972439053
500.0,0.15910672853828317,0.1089935617256821,1.160092807424594e-05,0.00034040372972439053
505.0,0.15547563805104406,0.10896132154168382,2.320185614849188e-05,0.0004811239293115496
510.0,0.15226218097447772,0.10942948840084296,1.160092807424594e-05,0.0003404037297243902
515.0,0.14925754060324786,0.10959070037130252,0.0,0.0
520.0,0.14624129930394386,0.10971076617853488,0.0,0.0
525.0,0.14305104408352648,0.10990016432380505,1.160092807424594e-05,0.0003404037297243904
530.0,0.14026682134570742,0.11036029704417236,0.0,0.0
535.0,0.13795823665893253,0.11019180965369474,0.0,0.0
540.0,0.1354060324825983,0.11022655370764073,0.0,0.0
545.0,0.1324941995359627,0.10978008744651835,0.0,0.0
550.0,0.1294431554524359,0.10967116380384367,0.0,0.0
555.0,0.12683294663573064,0.10989793801499888,0.0,0.0
560.0,0.12419953596287679,0.10996834431564849,0.0,0.0
565.0,0.12216937354988386,0.10977219224207357,0.0,0.0
570.0,0.11997679814385141,0.10971699270029196,0.0,0.0
575.0,0.11779582366589321,0.10961762302304226,0.0,0.0
580.0,0.11587006960556838,0.10941787249397976,0.0,0.0
585.0,0.11379350348027838,0.10973441490227108,2.320185614849188e-05,0.0004811239293115488
590.0,0.11160092807424594,0.10993348927466957,1.160092807424594e-05,0.00034040372972439026
595.0,0.10941995359628773,0.10974083568648044,1.160092807424594e-05,0.00034040372972439026
600.0,0.10734338747099786,0.10973611226768008,0.0,0.0
605.0,0.1054176334106729,0.10962813992133878,1.160092807424594e-05,0.0003404037297243903
610.0,0.1037935034802787,0.10918435868077933,1.160092807424594e-05,0.0003404037297243903
615.0,0.10208816705336457,0.10912136594174826,1.160092807424594e-05,0.0003404037297243903
620.0,0.10016241299303964,0.1089720864138126,1.160092807424594e-05,0.0003404037297243903
625.0,0.09848027842227416,0.10871485705597944,1.160092807424594e-05,0.0003404037297243903
630.0,0.09693735498839942,0.10889507613719243,1.160092807424594e-05,0.0003404037297243903
635.0,0.09546403712297019,0.10875036008234838,0.0,0.0
640.0,0.09393271461716961,0.10836674056681915,0.0,0.0
645.0,0.09213457076566164,0.10819373569164309,0.0,0.0
650.0,0.09071925754060362,0.10793223179064468,0.0,0.0
655.0,0.08914153132250618,0.10744968462152515,0.0,0.0
660.0,0.08814385150812108,0.10706715676846787,0.0,0.0
665.0,0.08682134570765708,0.10678431156463428,0.0,0.0
670.0,0.08545243619489609,0.10641039033646627,0.0,0.0
675.0,0.08392111368909558,0.10580783393145106,0.0,0.0
680.0,0.08249419953596339,0.10549924110412875,0.0,0.0
685.0,0.0815197215777268,0.10521058964070315,0.0,0.0
690.0,0.08024361948955966,0.10478487984425998,0.0,0.0
695.0,0.07915313225058056,0.1046731837216253,0.0,0.0
700.0,0.07795823665893321,0.10424742173290431,1.160092807424594e-05,0.0003404037297243902
705.0,0.0766937354988403,0.10406626673706074,1.160092807424594e-05,0.0003404037297243902
710.0,0.07559164733178678,0.10354308125129624,0.0,0.0
715.0,0.0744315545243621,0.10302203637469994,0.0,0.0
720.0,0.07351508120649672,0.102462993738141,0.0,0.0
725.0,0.0726450116009282,0.10246367345390317,0.0,0.0
730.0,0.07147331786542932,0.1019339038288071,0.0,0.0
735.0,0.07062645011600943,0.10192498559167104,1.160092807424594e-05,0.00034040372972439037
740.0,0.06940835266821356,0.10130699398363885,1.160092807424594e-05,0.00034040372972439037
745.0,0.0683178654292344,0.10089886568311698,2.320185614849188e-05,0.0004811239293115495
750.0,0.06732018561484918,0.10073114171102376,1.160092807424594e-05,0.00034040372972439037
755.0,0.06664733178654293,0.10053459649040501,1.160092807424594e-05,0.00034040372972439037
760.0,0.06595127610208809,0.10055743677132478,0.0,0.0
765.0,0.0651624129930394,0.09989511472962843,0.0,0.0
770.0,0.06422273781902552,0.09909467943473224,0.0,0.0
775.0,0.06341067285382831,0.09868845623582741,0.0,0.0
780.0,0.06284222737819024,0.09863415577540086,1.160092807424594e-05,0.00034040372972439004
785.0,0.061902552204176245,0.09792558265471712,1.160092807424594e-05,0.00034040372972439004
790.0,0.06121809744779571,0.09760603727428771,1.160092807424594e-05,0.00034040372972439004
795.0,0.06039443155452426,0.09706998631283782,0.0,0.0
800.0,0.05977958236658924,0.09703647101007967,0.0,0.0
805.0,0.05893271461716927,0.0963054046848742,0.0,0.0
810.0,0.05819025522041755,0.09584026249087584,0.0,0.0
815.0,0.05758700696055679,0.09556148015865812,0.0,0.0
820.0,0.056948955916473275,0.09524346476329135,0.0,0.0
825.0,0.056078886310904796,0.09466479288145499,0.0,0.0
830.0,0.055266821345707616,0.094283773611699,0.0,0.0
835.0,0.05446635730858463,0.09363319188316516,0.0,0.0
840.0,0.05387470997679807,0.09303754243535257,0.0,0.0
845.0,0.052935034802784116,0.09251872803418636,0.0,0.0
850.0,0.05240139211136883,0.09198209952916328,1.160092807424594e-05,0.0003404037297243901
855.0,0.051867749419953514,0.09117239046754172,1.160092807424594e-05,0.0003404037297243901
860.0,0.05147331786542912,0.09088523707525892,1.160092807424594e-05,0.0003404037297243901
865.0,0.05084686774941982,0.09070669814736236,1.160092807424594e-05,0.0003404037297243901
870.0,0.05041763341067272,0.09046829476272952,0.0,0.0
875.0,0.05015081206496508,0.09041846767936583,0.0,0.0
880.0,0.04964037122969828,0.09005275918842891,1.160092807424594e-05,0.00034040372972439037
885.0,0.04911832946635722,0.0896094253256092,0.0,0.0
890.0,0.04842227378190244,0.08924180694678224,0.0,0.0
895.0,0.04776102088167044,0.08877471402115487,0.0,0.0
900.0,0.04745939675174002,0.08837890425868382,0.0,0.0
905.0,0.04692575406032466,0.08790519867389986,1.160092807424594e-05,0.00034040372972439004
910.0,0.04657772621809729,0.08752596096373755,1.160092807424594e-05,0.00034040372972439004
915.0,0.04607888631090475,0.08724280487242586,1.160092807424594e-05,0.0003404037297243901
920.0,0.04538283062644997,0.08656384300820742,1.160092807424594e-05,0.0003404037297243901
925.0,0.04499999999999987,0.08603774868937376,0.0,0.0
930.0,0.044524361948955773,0.08586501971508342,0.0,0.0
935.0,0.04399071925754042,0.08511676111622378,0.0,0.0
940.0,0.0434106728538281,0.0844813068589497,0.0,0.0
945.0,0.04293503480278407,0.08419452094554264,0.0,0.0
950.0,0.04250580046403697,0.08374906912249061,0.0,0.0
955.0,0.04209976798143837,0.08344593689987004,0.0,0.0
960.0,0.04178654292343376,0.08323539373477737,0.0,0.0
965.0,0.04136890951276088,0.08280455762963816,0.0,0.0
970.0,0.041032482598607777,0.08250417334932036,0.0,0.0
975.0,0.0408352668213456,0.08237905856401888,0.0,0.0
980.0,0.040533642691415184,0.08187162808530513,0.0,0.0
