Dxy,Mean RiseTime,Std RiseTime,Mean StartTime,Std StartTime
0.0,6.974774603174604,1.258319045031081,1.294138888888889,0.6576528239753222
1e-20,7.418714285714286,0.9044148607596028,1.339236111111111,0.8397404038122455
1e-19,6.437598971861471,1.3342363563858777,1.3911805555555556,0.7751203429812658
1e-18,5.471465096015096,1.5710770610846057,1.0288333333333335,0.5863467772657035
1e-17,2.0552777777777775,0.5565550037707164,0.9195833333333333,0.4518442788337757
1e-16,1.074861111111111,0.21755631986870622,0.8617083333333333,0.4348761422133411
1e-15,0.9562638888888889,0.24033229912899684,0.9524999999999999,0.580292125241489
1e-14,0.9097638888888888,0.1818964689717277,1.018388888888889,0.4896577098744655
1e-13,0.8814444444444444,0.19057838379619652,1.063972222222222,0.5482956413646803
1e-12,0.8772777777777778,0.15518446808815134,0.9802500000000001,0.6720622737854574
