time,mean_camkii_0.0,std_camkii_0.0,mean_camkii_1e-20,std_camkii_1e-20,mean_camkii_1e-19,std_camkii_1e-19,mean_camkii_1e-18,std_camkii_1e-18,mean_camkii_1e-17,std_camkii_1e-17,mean_camkii_1e-16,std_camkii_1e-16,mean_camkii_1e-15,std_camkii_1e-15,mean_camkii_1e-14,std_camkii_1e-14,mean_camkii_1e-13,std_camkii_1e-13,mean_camkii_1e-12,std_camkii_1e-12
10562,8.175,2.1434493229372134,8.575,2.50885930255166,8.725,2.2692234354509915,11.575,2.50885930255166,16.75,1.894069692487581,17.65,0.5722761571129796,17.45,0.9473647660748215,17.425,1.0219466717984846,17.6,0.5385164807134503,17.7,0.4582575694955841
10682,8.275,2.2247190833900805,8.55,2.469311644973149,8.575,2.1781586259958203,11.625,2.486840364800282,16.6,1.8681541692269406,17.65,0.5722761571129796,17.5,0.8366600265340756,17.6,0.7000000000000002,17.675,0.5190134873006677,17.7,0.5099019513592783
10802,8.35,2.2422087324778666,8.6,2.4474476501040834,8.8,2.2715633383201097,11.65,2.4854577043273145,16.6,1.8814887722226779,17.55,0.4974937185533099,17.6,0.7681145747868614,17.55,0.7053367989832944,17.6,0.4898979485566357,17.65,0.5267826876426369
10922,8.425,2.234809835310378,8.6,2.467792535850613,8.875,2.2824055292607404,11.825,2.3652431164681564,16.625,1.879993351052072,17.55,0.5894913061275795,17.6,0.8000000000000004,17.625,0.7964766161036996,17.675,0.565132727772866,17.65,0.653834841531101
11042,8.525,2.3343896418550183,8.675,2.3810449386771344,8.975,2.3503989023142435,12.1,2.437211521390788,16.725,1.6581239398790437,17.475,0.7066647012551283,17.575,0.7709571972554632,17.675,0.6077622890571611,17.65,0.6144102863722252,17.775,0.4175823272122517
11162,8.5,2.2693611435820435,8.775,2.454460225793036,9.05,2.3446748175386714,12.175,2.344008319097865,16.6,1.6852299546352714,17.6,0.6244997998398396,17.525,0.9483538369195328,17.6,0.7348469228349536,17.65,0.526782687642637,17.775,0.4175823272122518
11282,8.625,2.3525252389719435,8.85,2.50549396327351,9.15,2.318943725061046,12.15,2.197157254271983,16.725,1.5966762351835773,17.5,0.806225774829855,17.45,0.8351646544245038,17.6,0.768114574786861,17.675,0.5190134873006675,17.6,0.4898979485566357
11402,8.725,2.334389641855018,8.975,2.5834811785650773,9.3,2.3579652245103193,12.2,2.3579652245103193,16.725,1.6276900810658035,17.55,0.5894913061275796,17.6,0.6244997998398395,17.675,0.6077622890571611,17.575,0.5425633603552678,17.55,0.6304760106459243
11522,8.875,2.2933327277130986,9.025,2.5931399885081405,9.325,2.2179664109269104,12.25,2.2885584982691616,16.825,1.5473768125443774,17.65,0.5722761571129799,17.625,0.6959705453537527,17.575,0.666614581298669,17.7,0.5099019513592784,17.775,0.47368238303741034
11642,8.875,2.249305448355114,9.025,2.6503537499737653,9.4,2.3216373532487804,12.325,2.206666037260736,16.65,1.7109938632268678,17.725,0.4993746088859545,17.45,0.8645808232895297,17.675,0.5651327277728659,17.675,0.6077622890571611,17.675,0.5190134873006674
11762,9.0,2.2693611435820435,9.075,2.5630792028339666,9.425,2.268121469410314,12.275,2.3873363818280824,16.65,1.5580436450882886,17.55,0.6304760106459244,17.55,0.8351646544245038,17.5,0.6708203932499369,17.65,0.5267826876426369,17.775,0.4736823830374105
11882,9.025,2.21909328330289,9.2,2.5903667693977237,9.5,2.280350850198276,12.25,2.331844763272204,16.75,1.3919410907075054,17.475,0.6703543838895959,17.55,0.7729812416870155,17.675,0.565132727772866,17.675,0.5651327277728659,17.675,0.5190134873006675
12002,9.225,2.1034198344600625,9.3,2.5709920264364885,9.5,2.3345235059857505,12.475,2.2359282188836027,16.825,1.5793590472087078,17.6,0.7681145747868608,17.425,0.7378177281686852,17.675,0.5651327277728659,17.65,0.5267826876426369,17.7,0.556776436283002
12122,9.3,2.3043437243605824,9.45,2.5391927851189244,9.525,2.355711145280762,12.575,2.166650640966374,16.85,1.423903086589813,17.45,0.893028554974588,17.475,0.8362864341838864,17.775,0.4736823830374105,17.525,0.5471517157059821,17.6,0.5830951894845301
12242,9.15,2.382750511488771,9.45,2.43874967965144,9.675,2.370522094391866,12.675,2.2626035887888096,16.725,1.4315638302220415,17.525,0.7411983540186795,17.65,0.6538348415311007,17.725,0.4993746088859543,17.475,0.7066647012551284,17.65,0.6144102863722253
12362,9.375,2.4257730726512734,9.6,2.5179356624028344,9.75,2.3637893307145625,12.625,2.254855871225476,16.75,1.3181426326464067,17.575,0.5868347297152753,17.625,0.5782516753110188,17.7,0.5567764362830021,17.4,0.8000000000000002,17.6,0.860232526704263
12482,9.55,2.549019419306177,9.75,2.517439175034821,9.8,2.325940669922601,12.775,2.3397382332218277,16.8,1.345362404707371,17.525,0.6703543838895959,17.5,0.5916079783099616,17.625,0.5332682251925386,17.525,0.7411983540186795,17.55,0.6689544080129827
12602,9.625,2.384192735497699,9.7,2.491987158875422,9.8,2.3473389188611002,12.775,2.1850343246731843,16.975,1.1723374087693355,17.575,0.6666145812986692,17.7,0.5999999999999996,17.55,0.6689544080129827,17.575,0.5868347297152753,17.45,0.8645808232895293
12722,9.775,2.3503989023142426,9.8,2.541653005427767,9.875,2.4206145913796355,12.925,2.183889878176095,17.075,1.2121777922400663,17.5,0.7071067811865476,17.6,0.7681145747868612,17.6,0.6633249580710802,17.425,0.8332916656249475,17.6,0.768114574786861
12842,9.8,2.3895606290697047,9.9,2.596150997149434,9.95,2.344674817538671,13.0,2.202271554554524,17.125,1.2487493743742177,17.4,0.7000000000000001,17.5,0.7071067811865476,17.55,0.6304760106459244,17.425,0.9457140159688862,17.7,0.5567764362830021
12962,9.85,2.3510635891017495,9.875,2.6569484375877526,9.975,2.285689173969199,13.075,2.2515272594396896,17.075,1.212177792240066,17.325,0.7870038119348598,17.625,0.6199798383818622,17.325,0.7206767652699789,17.35,0.8231038816577168,17.575,0.7378177281686852
13082,9.9,2.222611077089287,10.0,2.6362852652928135,10.025,2.329028767533798,12.95,2.268810260907686,17.175,0.8912771734987945,17.4,0.888819441731559,17.725,0.5471517157059822,17.55,0.6304760106459243,17.55,0.5894913061275795,17.5,0.8366600265340756
13202,9.85,2.308137777516758,10.05,2.578274616870748,10.05,2.213029597633073,13.15,2.286372673034735,17.15,1.013656746635665,17.475,0.8940777371123833,17.675,0.6475916923494311,17.525,0.5910795208768445,17.525,0.6319612329882268,17.55,0.7399324293474372
13322,10.125,2.2824055292607404,10.075,2.5630792028339657,10.1,2.130727575266252,13.175,2.1896061289647504,17.125,0.9270248108869579,17.525,0.7066647012551285,17.65,0.526782687642637,17.675,0.607762289057161,17.675,0.647591692349431,17.65,0.6144102863722254
13442,10.175,2.3333184523334998,10.125,2.4206145913796355,10.25,2.094636006565341,13.325,2.2292095011460904,17.075,1.0341058939973218,17.65,0.7262919523166977,17.625,0.6199798383818622,17.55,0.6689544080129828,17.65,0.6144102863722253,17.6,0.7
13562,10.25,2.416091885669914,10.225,2.4442534647617866,10.25,2.0706279240848655,13.475,2.2692234354509915,17.2,1.0295630140986998,17.575,0.7031180555212615,17.55,0.7053367989832942,17.525,0.6319612329882268,17.675,0.5651327277728658,17.575,0.7709571972554635
13682,10.35,2.3189437250610467,10.275,2.418548118189919,10.275,2.0855155237974135,13.475,2.235928218883603,17.25,0.9151502608861564,17.625,0.6199798383818622,17.775,0.523808170993924,17.65,0.57227615711298,17.575,0.666614581298669,17.575,0.5868347297152753
13802,10.55,2.323252031097788,10.425,2.311790431678443,10.375,2.198721219254501,13.6,2.046948949045873,17.25,0.8874119674649424,17.65,0.7599342076785334,17.7,0.5099019513592784,17.65,0.6144102863722254,17.55,0.6689544080129827,17.725,0.5471517157059821
13922,10.55,2.39739441894737,10.425,2.3546496554689407,10.5,2.32379000772445,13.65,2.1395092895334678,17.3,0.7810249675906652,17.625,0.5782516753110188,17.675,0.6475916923494309,17.65,0.47696960070847294,17.55,0.6689544080129827,17.675,0.607762289057161
14042,10.425,2.3333184523335,10.575,2.3009508903929263,10.4,2.310844001658269,13.7,2.1354156504062622,17.275,0.8656644846590391,17.625,0.5782516753110188,17.725,0.5471517157059822,17.8,0.40000000000000013,17.625,0.6199798383818622,17.675,0.647591692349431
14162,10.6,2.3748684174075834,10.525,2.334389641855018,10.475,2.397785436606036,13.9,2.0591260281974,17.325,0.7870038119348598,17.575,0.6279928343540236,17.525,0.7066647012551283,17.825,0.4408798022137099,17.575,0.7031180555212616,17.625,0.6199798383818622
14282,10.625,2.2878756522153907,10.725,2.345074625678253,10.375,2.486840364800282,13.925,2.0419047480232764,17.325,0.8771402396424418,17.575,0.666614581298669,17.575,0.7031180555212616,17.775,0.41758232721225164,17.575,0.7031180555212616,17.7,0.5567764362830022
14402,10.575,2.3546496554689407,10.575,2.375789342513347,10.525,2.4288629026768884,13.975,1.9427750770482934,17.275,0.8362864341838864,17.6,0.6244997998398398,17.675,0.7206767652699788,17.8,0.45825756949558405,17.725,0.5471517157059821,17.675,0.5190134873006677
14522,10.675,2.3171911876234983,10.725,2.3768413914268653,10.6,2.447447650104084,13.975,2.103419834460064,17.225,0.9079509898667436,17.775,0.47368238303741034,17.7,0.5099019513592784,17.725,0.49937460888595436,17.7,0.5099019513592785,17.7,0.5567764362830022
14642,10.7,2.3579652245103193,10.825,2.344008319097865,10.925,2.412338077467584,13.975,2.0915006574227997,17.3,0.7810249675906652,17.675,0.5190134873006675,17.625,0.6199798383818622,17.825,0.3799671038392667,17.725,0.49937460888595453,17.725,0.49937460888595453
14762,10.75,2.331844763272204,10.775,2.392566613492715,11.0,2.449489742783178,13.975,2.138778857198659,17.45,0.7053367989832942,17.725,0.5910795208768441,17.675,0.6475916923494311,17.8,0.5099019513592781,17.725,0.44651427748729383,17.675,0.5651327277728659
14882,10.775,2.241511766643218,10.85,2.318943725061046,11.05,2.4181604578687494,14.125,2.1117232299712003,17.25,0.8587782018658834,17.675,0.6077622890571611,17.7,0.6403124237432849,17.725,0.6703543838895958,17.775,0.4736823830374105,17.7,0.5999999999999998
15002,10.975,2.3074607255595927,10.925,2.3493350122960326,11.125,2.4206145913796355,14.225,2.1152718501412524,17.375,0.8272696053887149,17.725,0.5910795208768443,17.65,0.653834841531101,17.8,0.45825756949558405,17.825,0.3799671038392667,17.65,0.5722761571129796
15122,10.95,2.376446927663229,11.0,2.3345235059857505,11.025,2.5247524631139586,14.2,2.1000000000000005,17.4,0.768114574786861,17.75,0.5361902647381804,17.725,0.44651427748729394,17.775,0.5238081709939237,17.825,0.4408798022137101,17.6,0.7348469228349538
15242,11.1,2.5670995305986875,11.05,2.312466215969436,11.125,2.4309206075065473,14.25,2.05851888502389,17.425,0.7031180555212617,17.7,0.4582575694955841,17.625,0.5332682251925386,17.725,0.44651427748729394,17.85,0.5267826876426367,17.775,0.4736823830374105
15362,11.025,2.6503537499737653,11.2,2.3151673805580457,11.2,2.4617067250182343,14.25,1.920286436967152,17.275,0.8362864341838864,17.575,0.6279928343540238,17.75,0.5361902647381804,17.7,0.45825756949558416,17.925,0.3455068740271314,17.575,0.7709571972554637
15482,11.25,2.48746859276655,11.225,2.162030295809936,11.375,2.3631282233514117,14.225,1.993583456993963,17.425,0.7709571972554634,17.65,0.6144102863722253,17.6,0.7000000000000001,17.875,0.3992179855667828,17.875,0.5092887196865841,17.525,0.670354383889596
15602,11.325,2.432976572020372,11.15,2.1511624764298953,11.375,2.309626593196398,14.3,2.039607805437114,17.475,0.6703543838895959,17.575,0.6279928343540236,17.65,0.6910137480542627,17.725,0.5471517157059821,17.85,0.421307488658818,17.55,0.6304760106459243
15722,11.25,2.436698586202241,11.275,2.179306082219751,11.25,2.321098877687032,14.4,2.0591260281974004,17.475,0.6703543838895959,17.775,0.4736823830374106,17.55,0.6304760106459244,17.7,0.5567764362830022,17.775,0.5695392874947258,17.5,0.8660254037844386
15842,11.475,2.2802138057647134,11.375,2.2100622163188075,11.375,2.2878756522153907,14.45,1.9358460682605938,17.525,0.5910795208768445,17.6,0.6244997998398396,17.575,0.7378177281686854,17.7,0.5099019513592784,17.725,0.6319612329882268,17.525,0.8362864341838864
15962,11.575,2.2570722186053334,11.4,2.222611077089287,11.5,2.280350850198276,14.425,2.023456201651027,17.5,0.6708203932499369,17.65,0.6538348415311009,17.575,0.6666145812986692,17.725,0.5471517157059822,17.825,0.44087980221371015,17.5,0.7745966692414834
16082,11.8,1.977371993328519,11.425,2.189606128964751,11.65,2.2643983748448506,14.55,2.0730412441627872,17.525,0.8656644846590391,17.6,0.58309518948453,17.675,0.5190134873006677,17.7,0.5567764362830021,17.95,0.21794494717703375,17.65,0.57227615711298
16202,11.725,2.0855155237974135,11.45,2.0970216975510767,11.675,2.273625958683618,14.775,1.8773318832854244,17.65,0.5267826876426369,17.65,0.6910137480542625,17.725,0.4993746088859544,17.85,0.421307488658818,17.875,0.33071891388307384,17.675,0.46837484987988004
16322,11.875,2.014789070845879,11.425,2.131753972671331,11.625,2.254855871225476,14.75,1.9589538024159732,17.625,0.5332682251925386,17.625,0.6590713163232034,17.775,0.4175823272122518,17.9,0.29999999999999993,17.875,0.3992179855667828,17.55,0.7053367989832943
16442,11.875,1.925973779676141,11.45,2.1207310060448497,11.6,2.4166091947189146,14.875,1.9898178308578904,17.575,0.5868347297152753,17.725,0.49937460888595436,17.7,0.6782329983125265,17.825,0.44087980221371,17.675,0.647591692349431,17.7,0.556776436283002
16562,11.875,1.899835519196333,11.4,2.1771541057077246,11.65,2.44489263567953,14.925,1.8626258346753382,17.65,0.6538348415311012,17.775,0.41758232721225186,17.6,0.7,17.775,0.47368238303741034,17.6,0.6244997998398398,17.675,0.5651327277728658
16682,11.775,2.006084494730967,11.475,2.247081440446696,11.675,2.370522094391866,14.85,1.904599695474091,17.675,0.5651327277728658,17.8,0.45825756949558405,17.7,0.6782329983125267,17.8,0.5099019513592784,17.7,0.5567764362830021,17.675,0.607762289057161
16802,11.75,1.9716744153130354,11.4,2.310844001658269,11.65,2.35106358910175,14.775,1.8369471957571342,17.525,0.670354383889596,17.7,0.5567764362830021,17.65,0.5722761571129797,17.675,0.5651327277728658,17.75,0.6224949798994366,17.625,0.6959705453537527
16922,11.875,1.9772139489696101,11.75,2.1880356487041066,11.8,2.3685438564654024,14.9,1.8411952639521965,17.6,0.6244997998398396,17.675,0.5190134873006675,17.625,0.6199798383818622,17.7,0.5099019513592784,17.675,0.6077622890571611,17.6,0.8000000000000004
17042,12.025,1.993583456993963,11.7,2.238302928559939,11.925,2.381044938677135,14.9,1.8547236990991405,17.425,0.7378177281686852,17.725,0.44651427748729394,17.55,0.6304760106459243,17.625,0.6590713163232034,17.65,0.6538348415311012,17.575,0.7031180555212612
17162,11.95,1.9615045245933032,11.725,2.3450746256782535,12.125,2.3472057856097748,15.0,1.8439088914585775,17.425,0.7031180555212616,17.825,0.3799671038392667,17.525,0.8058380730643097,17.65,0.5722761571129799,17.65,0.6144102863722253,17.475,0.9483538369195328
