time sw0.x0y6[0].N sw0.x1y5[0].N sw0.x2y4[0].N sw0.x3y3[0].N sw0.x4y2[0].N sw0.x5y1[0].N sw0.x6y0[0].N sw0.x0y7[0].N sw0.x1y6[0].N sw0.x2y5[0].N sw0.x3y4[0].N sw0.x4y3[0].N sw0.x5y2[0].N sw0.x6y1[0].N sw0.x7y0[0].N sw0.x[0].N sw0.y[0].N sw0.PP1[0].N sw0.PP1_[0].N sw0.I1P[0].N sw0.I1P_[0].N sw0.I1PPP1[0].N sw0.camkii_pp1_cplx[0].N sw0.pp1_sw0.x1y5_cplx[0].N sw0.pp1_sw0.x2y4_cplx[0].N sw0.pp1_sw0.x3y3_cplx[0].N sw0.pp1_sw0.x4y2_cplx[0].N sw0.pp1_sw0.x5y1_cplx[0].N sw0.pp1_sw0.x6y0_cplx[0].N sw0.pp1_sw0.x1y6_cplx[0].N sw0.pp1_sw0.x2y5_cplx[0].N sw0.pp1_sw0.x3y4_cplx[0].N sw0.pp1_sw0.x4y3_cplx[0].N sw0.pp1_sw0.x5y2_cplx[0].N sw0.pp1_sw0.x6y1_cplx[0].N sw0.pp1_sw0.x7y0_cplx[0].N sw0.pp1_sw0.x_cplx[0].N sw0.I1[0].N sw0.ca[0].N sw0.i1p_const[0].N 
73560 0 0 0 0 0 1 4 0 0 0 0 0 1 0 0 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73620 0 0 0 0 1 0 5 0 0 0 0 0 0 0 0 1 2 0 0 4 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73680 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73740 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 0 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73800 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0 1 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73860 0 0 0 0 2 0 3 0 0 0 0 0 0 0 1 0 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73920 0 0 0 0 1 2 2 0 0 0 0 0 0 1 0 1 1 0 0 4 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
73980 0 0 0 0 0 3 2 0 0 0 0 0 0 1 0 2 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74040 0 0 0 0 3 0 2 0 0 0 0 0 0 0 1 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74100 0 0 1 0 1 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74160 0 0 0 1 0 1 3 0 0 0 0 0 1 0 0 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74220 0 0 0 0 1 2 2 0 0 0 0 0 1 0 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74280 0 0 0 1 1 3 1 0 0 0 0 0 0 0 0 1 2 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74340 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 1 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74400 0 0 1 1 0 2 2 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74460 0 0 0 1 1 0 3 0 0 1 0 0 0 0 0 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74520 0 0 0 1 0 1 3 0 0 0 0 0 1 0 0 0 2 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74580 0 0 0 1 2 1 1 0 0 0 0 0 0 0 1 2 0 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74640 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 2 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74700 0 0 1 0 1 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74760 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 1 2 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74820 0 0 0 0 0 2 2 0 0 0 1 0 0 0 1 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74880 0 0 0 0 2 2 0 0 0 0 0 0 0 0 2 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
74940 0 0 0 0 3 2 0 0 0 0 0 0 1 0 0 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75000 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 2 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75060 0 0 1 0 0 3 2 0 0 0 0 0 0 0 0 2 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75120 0 0 0 1 0 2 2 0 0 0 0 0 1 0 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75180 0 0 1 0 1 1 2 0 0 0 0 0 0 0 1 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75240 0 0 0 0 2 1 3 0 0 0 0 0 0 0 0 1 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75300 0 0 0 0 1 1 3 0 0 1 0 0 0 0 0 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75360 0 0 0 1 0 3 1 0 0 0 0 0 0 0 1 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75420 0 0 0 0 0 1 3 0 0 0 0 0 1 1 0 0 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75480 0 0 0 0 1 3 2 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75540 0 0 0 0 0 2 3 0 0 0 0 0 0 0 1 1 1 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75600 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75660 0 0 0 0 2 1 3 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75720 0 0 0 0 2 0 2 0 0 1 0 0 0 1 0 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75780 0 1 0 0 1 0 3 0 0 0 0 0 1 0 0 0 2 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75840 0 0 0 0 2 4 0 0 0 0 0 0 0 0 0 2 1 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75900 0 0 0 0 2 1 3 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
75960 0 0 0 1 1 0 3 0 0 0 0 0 1 0 0 2 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76020 0 0 0 1 0 1 3 0 0 0 0 0 0 1 0 0 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76080 0 0 0 0 3 0 2 0 0 0 0 0 0 0 1 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76140 0 0 0 1 1 0 3 0 0 0 0 0 0 1 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76200 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76260 0 0 0 0 1 0 3 0 0 0 0 0 0 1 1 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76320 0 0 0 0 0 3 2 0 0 0 0 0 0 1 0 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76380 0 0 0 1 1 1 2 0 0 0 0 0 0 0 1 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76440 0 0 1 0 1 0 4 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76500 0 0 1 0 1 0 3 0 0 0 0 0 0 0 1 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76560 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0 2 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76620 0 0 0 0 2 0 3 0 0 0 0 0 0 0 1 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76680 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0 2 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76740 0 0 0 0 1 1 3 0 0 0 0 0 1 0 0 0 2 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76800 0 0 0 0 0 3 2 0 0 0 0 0 0 1 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76860 0 0 0 1 0 1 4 0 0 0 0 0 0 0 0 3 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76920 0 0 0 0 1 0 4 0 0 0 0 0 1 0 0 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
76980 0 0 0 0 1 1 3 0 0 0 0 0 0 1 0 2 0 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77040 0 0 0 0 0 3 2 0 0 0 0 0 0 0 1 2 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77100 0 0 0 0 1 0 4 0 0 0 0 0 0 1 0 2 0 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77160 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77220 0 0 0 0 1 0 3 0 0 0 0 0 0 1 1 1 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77280 0 0 0 0 0 2 2 0 0 0 0 0 1 0 1 1 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77340 0 0 0 0 1 1 2 0 0 0 0 0 0 1 1 1 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77400 0 0 1 0 0 0 3 0 0 0 0 1 0 0 1 1 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77460 0 0 0 0 0 2 2 0 0 0 0 0 1 0 1 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77520 0 0 1 0 0 1 4 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77580 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77640 0 0 0 0 0 4 2 0 0 0 0 0 0 0 0 3 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77700 0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77760 0 0 1 0 0 2 2 0 0 0 0 0 1 0 0 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77820 0 0 0 0 2 3 1 0 0 0 0 0 0 0 0 2 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77880 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 0 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
77940 0 0 1 0 0 1 4 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78000 0 0 0 1 0 1 3 0 0 0 0 0 0 0 1 1 1 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78060 0 0 0 1 0 0 4 0 0 0 0 0 0 0 1 1 1 0 0 4 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78120 0 1 0 0 0 1 3 0 0 0 0 0 0 0 1 2 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78180 0 0 1 0 0 1 4 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78240 0 0 0 1 1 1 3 0 0 0 0 0 0 0 0 3 0 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78300 0 0 0 2 0 1 2 0 0 0 0 0 0 0 1 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78360 0 0 0 0 2 1 2 0 0 0 0 0 0 0 1 0 2 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78420 0 1 0 1 0 1 3 0 0 0 0 0 0 0 0 1 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78480 0 0 1 0 1 3 1 0 0 0 0 0 0 0 0 1 2 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78540 1 0 0 1 1 1 2 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78600 1 0 0 1 1 1 2 0 0 0 0 0 0 0 0 2 1 0 0 5 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78660 0 1 1 0 0 2 1 0 0 0 0 0 0 0 0 2 1 1 0 0 2.2584358959522257 418 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78720 1 0 0 1 2 1 1 0 0 0 0 0 0 0 0 1 2 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78780 0 2 0 0 0 3 1 0 0 0 0 0 0 0 0 1 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78840 0 1 0 3 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78900 1 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
78960 0 1 1 0 0 4 0 0 0 0 0 0 0 0 0 1 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79020 0 1 0 2 1 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79080 1 0 0 1 1 0 2 0 1 0 0 0 0 0 0 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79140 2 0 0 0 1 0 2 0 0 0 0 0 1 0 0 1 1 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79200 0 0 2 1 0 2 1 0 0 0 0 0 0 0 0 0 3 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79260 1 0 1 0 1 2 0 0 0 0 0 0 0 1 0 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79320 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79380 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79440 0 0 1 3 0 1 1 0 0 0 0 0 0 0 0 2 1 0 0 4 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79500 2 0 0 1 0 0 3 0 0 0 0 0 0 0 0 2 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79560 1 1 0 0 1 2 1 0 0 0 0 0 0 0 0 3 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79620 1 0 1 0 1 2 1 0 0 0 0 0 0 0 0 2 1 0 0 4 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79680 0 0 0 2 1 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79740 0 0 2 2 0 1 1 0 0 0 0 0 0 0 0 1 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79800 0 1 0 3 0 0 2 0 0 0 0 0 0 0 0 2 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79860 1 0 1 1 0 0 3 0 0 0 0 0 0 0 0 1 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79920 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
79980 0 0 1 1 2 0 1 0 0 0 0 0 1 0 0 2 0 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80040 0 0 0 1 0 3 1 0 1 0 0 0 0 0 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80100 0 0 1 2 0 0 3 0 0 0 0 0 0 0 0 1 2 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80160 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 419 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80220 0 2 0 0 0 0 2 0 0 0 0 0 0 1 1 0 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80280 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80340 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80400 0 0 0 0 2 2 1 0 0 0 0 0 0 0 1 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80460 0 0 0 0 0 2 3 0 0 0 0 1 0 0 0 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80520 0 0 0 1 0 1 3 0 0 0 0 0 0 1 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80580 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0 1 2 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80640 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 2 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80700 0 0 0 0 2 1 2 0 0 0 0 0 0 1 0 2 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80760 0 0 0 0 1 2 3 0 0 0 0 0 0 0 0 1 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80820 0 0 0 0 1 0 4 0 0 0 0 0 0 1 0 1 1 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80880 0 0 0 0 1 1 3 0 0 0 0 0 0 1 0 2 0 0 0 3 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
80940 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 3 0 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
81000 0 0 0 1 0 1 2 0 0 0 0 0 0 0 2 0 1 0 0 1 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
81060 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 1 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
81120 0 0 1 0 1 1 2 0 0 0 0 0 0 0 1 1 1 0 0 0 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
81180 0 0 0 1 0 1 3 0 0 1 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 420 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
