x_OFF,transitions_OFF,KramerON_OFF,x_ON,transitions_ON,KramerON_ON
10.0,1578,0.0,10.0,42474,0.05625176866421798
2.0,5246,0.0004751160156921387,2.0,34838,0.6285194609487621
1.0,8085,0.0053836836711132355,1.0,14959,0.8493841720973219
0.5,11806,0.06269274461385684,0.5,6569,0.95318631550134
0.2,11739,0.3813665401426737,0.2,3385,0.9656296097393575
0.1,6181,0.7635849326301694,0.1,2276,0.9842100603067478
0.05,3196,0.8902007466439507,0.05,2409,0.9719739421145498
0.03333333333333333,1924,0.9539623576171051,0.03333333333333333,1950,0.9720995208909264
