time sw0.x0y6[0].N sw0.x1y5[0].N sw0.x2y4[0].N sw0.x3y3[0].N sw0.x4y2[0].N sw0.x5y1[0].N sw0.x6y0[0].N sw0.x0y7[0].N sw0.x1y6[0].N sw0.x2y5[0].N sw0.x3y4[0].N sw0.x4y3[0].N sw0.x5y2[0].N sw0.x6y1[0].N sw0.x7y0[0].N sw0.x[0].N sw0.y[0].N sw0.PP1[0].N sw0.PP1_[0].N sw0.I1P[0].N sw0.I1P_[0].N sw0.I1PPP1[0].N sw0.camkii_pp1_cplx[0].N sw0.pp1_sw0.x1y5_cplx[0].N sw0.pp1_sw0.x2y4_cplx[0].N sw0.pp1_sw0.x3y3_cplx[0].N sw0.pp1_sw0.x4y2_cplx[0].N sw0.pp1_sw0.x5y1_cplx[0].N sw0.pp1_sw0.x6y0_cplx[0].N sw0.pp1_sw0.x1y6_cplx[0].N sw0.pp1_sw0.x2y5_cplx[0].N sw0.pp1_sw0.x3y4_cplx[0].N sw0.pp1_sw0.x4y3_cplx[0].N sw0.pp1_sw0.x5y2_cplx[0].N sw0.pp1_sw0.x6y1_cplx[0].N sw0.pp1_sw0.x7y0_cplx[0].N sw0.pp1_sw0.x_cplx[0].N sw0.I1[0].N sw0.ca[0].N sw0.i1p_const[0].N 
600 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
660 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
720 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
780 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
840 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
900 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
960 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1020 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1080 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1140 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1200 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1260 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1320 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1380 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 2.2584358959522257 399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1440 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1500 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1560 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1620 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1680 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1740 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1800 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1860 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1920 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
1980 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2040 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2100 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2160 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2220 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2280 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2340 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2400 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2460 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2520 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2580 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2640 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2700 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2760 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2820 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2880 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
2940 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3000 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3060 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3120 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3180 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 4 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3240 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3300 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3360 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3420 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3480 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3540 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3600 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3660 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3720 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3780 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3840 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 4 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3900 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
3960 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4020 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4080 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4140 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4200 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4260 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4320 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4380 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4440 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4500 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4560 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4620 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4680 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4740 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4800 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4860 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4920 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
4980 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5040 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5100 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5160 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5220 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5280 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5340 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5400 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5460 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5520 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5580 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5640 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5700 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5760 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5820 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5880 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
5940 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6000 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6060 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6120 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6180 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6240 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6300 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6360 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 3 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6420 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6480 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6540 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6600 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6660 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6720 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6780 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6840 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6900 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
6960 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
7020 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 4 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
7080 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
7140 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
7200 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
7260 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 2.2584358959522257 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.042011994448323813 0.033604804949695567 0
