0 0 1
0 1 -0.0462483
0 2 -0.00497453
0 3 -0.00986054
0 4 -0.0271039
0 5 0.0499241
1 0 -0.0462483
1 1 1
1 2 -0.00951435
1 3 -0.0326777
1 4 -0.0072838
1 5 0.00350816
2 0 -0.00497453
2 1 -0.00951435
2 2 1
2 3 0.0584081
2 4 0.0171142
2 5 -0.0351178
3 0 -0.00986054
3 1 -0.0326777
3 2 0.0584081
3 3 1
3 4 0.0185235
3 5 -0.0464651
4 0 -0.0271039
4 1 -0.0072838
4 2 0.0171142
4 3 0.0185235
4 4 1
4 5 -0.0319897
5 0 0.0499241
5 1 0.00350816
5 2 -0.0351178
5 3 -0.0464651
5 4 -0.0319897
5 5 1
