Dpp1,Dsub,Avg CaMKII,intermediate_state,is_bistable
1e-17,1e-17,4.325508715883047,0.5896937287311619,0
1e-17,3e-17,4.296340023612751,0.5722619626362943,0
1e-17,1e-16,6.082714077366484,0.4729495103826654,0
1e-17,3e-16,3.790888256128898,0.4608653378706855,0
1e-17,1e-15,6.5245503159941665,0.4062782137648448,0
1e-17,3e-15,5.37453989860407,0.41759844433641224,0
1e-17,1e-14,3.9958330439613863,0.4102368220015279,0
1e-17,3e-14,5.397735953885687,0.3994721855684422,0
1e-17,1e-13,5.275505243419682,0.3965553163414126,0
1e-17,3e-13,3.850753524550316,0.44725328147788046,0
1e-16,1e-17,5.804569761789013,0.5511493853739843,0
1e-16,3e-17,2.508993680116675,0.4490589624279464,0
1e-16,1e-16,6.478852698104035,0.4372525869852073,0
1e-16,3e-16,4.071463296062227,0.4503090492395305,0
1e-16,1e-15,5.317591499409681,0.4243350232655046,0
1e-16,3e-15,7.880755608028335,0.3705118411000764,0
1e-16,1e-14,5.789499270782693,0.5348288075560803,0
1e-16,3e-14,6.810125703173831,0.3734981595944163,1
1e-16,1e-13,2.7397735953885687,0.41572331411903607,0
1e-16,3e-13,6.733314813528717,0.35960830613237027,0
1e-15,1e-17,4.225710118758247,0.5155913605111466,0
1e-15,3e-17,5.4147510243766925,0.5551079936106673,0
1e-15,1e-16,4.599138829085353,0.5373984304465588,0
1e-15,3e-16,4.430724355858046,0.5503159941662615,0
1e-15,1e-15,3.61934856587263,0.45537884575317733,0
1e-15,3e-15,2.6825473991249393,0.3977359538856865,0
1e-15,1e-14,3.464060004166956,0.43884992013334256,0
1e-15,3e-14,3.427529689561775,0.45017015070491007,0
1e-15,1e-13,4.762691853600945,0.47288006111535524,0
1e-15,3e-13,2.455031599416626,0.3805125355927495,0
3e-15,1e-17,6.515660809778457,0.5497604000277797,0
3e-15,3e-17,4.1273699562469615,0.4871866101812626,1
3e-15,1e-16,3.043822487672755,0.4856587263004375,0
3e-15,3e-16,3.411209111743871,0.41593166192096676,1
3e-15,1e-15,3.1674421834849644,0.4379470796583096,1
3e-15,3e-15,8.793388429752065,0.34002361275088544,1
3e-15,1e-14,2.2886311549413154,0.351066046253212,1
3e-15,3e-14,5.966664351691089,0.4102368220015279,0
3e-15,1e-13,3.2388360302798804,0.390929925689284,1
3e-15,3e-13,4.648864504479477,0.44662823807208835,1
1e-14,1e-17,3.2255017709563165,0.4970484061393152,1
1e-14,3e-17,1.5305924022501562,0.29564553093964857,1
1e-14,1e-16,3.848392249461768,0.4764914230154872,1
1e-14,3e-16,2.726994930203486,0.41933467601916796,1
1e-14,1e-15,3.886380998680464,0.4510035419126328,1
1e-14,3e-15,6.047294951038267,0.3805819848600597,1
1e-14,1e-14,4.340995902493229,0.3950274324605875,1
1e-14,3e-14,3.8469338148482533,0.4478783248836725,1
1e-14,1e-13,3.7153274532953677,0.4351691089659004,1
1e-14,3e-13,6.188763108549205,0.36856726161539,1
3e-14,1e-17,1.4599624973956524,0.2954371831377179,1
3e-14,3e-17,7.67976942843253,0.4823251614695465,1
3e-14,1e-16,2.1540384748940897,0.3603722480727829,1
3e-14,3e-16,4.015695534412112,0.42940481977915135,1
3e-14,1e-15,5.3962775192721715,0.40058337384540593,1
3e-14,3e-15,4.056323355788597,0.39766650461837627,1
3e-14,1e-14,4.488714494062088,0.3419681922355719,1
3e-14,3e-14,2.736509479824988,0.3409959024932287,1
3e-14,1e-13,5.744218348496424,0.37884575317730396,1
3e-14,3e-13,5.925272588374193,0.3446767136606709,1
1e-13,1e-17,3.675810820195847,0.4777415098270713,1
1e-13,3e-17,2.5956663657198416,0.3973192582818251,1
1e-13,1e-16,7.38683241891798,0.3400930620181957,1
1e-13,3e-16,5.528300576428919,0.37856795610806304,1
1e-13,1e-15,2.118411000763942,0.29647892214737137,1
1e-13,3e-15,3.1212584207236613,0.3470379887492187,1
1e-13,1e-14,3.1895270504896174,0.2998819362455726,1
1e-13,3e-14,5.778179040211126,0.41995971942496,1
1e-13,1e-13,4.772414751024376,0.31856378915202443,1
1e-13,3e-13,3.3254392666157373,0.3002291825821238,1
3e-13,1e-17,4.587332453642614,0.41509827071324396,1
3e-13,3e-17,9.600111118827696,0.2015417737342871,0
3e-13,1e-16,5.615320508368637,0.32134175984443364,1
3e-13,3e-16,6.935134384332246,0.294256545593444,1
3e-13,1e-15,4.007917216473366,0.3093270365997639,1
3e-13,3e-15,4.385443433571776,0.2840475032988402,1
3e-13,1e-14,4.229182582123759,0.3016876171956386,1
3e-13,3e-14,4.527883880825057,0.26355996944232235,1
3e-13,1e-13,7.526286547676922,0.19723591916105285,1
3e-13,3e-13,5.970414612125842,0.26904646155983053,1
1e-12,1e-17,5.633724564205847,0.16015001041739008,0
1e-12,3e-17,8.201680672268907,0.08410306271268839,0
1e-12,1e-16,7.133342593235642,0.09118688797833183,1
1e-12,3e-16,8.239391624418362,0.06889367317174805,0
1e-12,1e-15,6.047711646642128,0.0964650322939093,1
1e-12,3e-15,7.280436141398709,0.07347732481422321,0
1e-12,1e-14,5.04222515452462,0.08674213487047712,0
1e-12,3e-14,7.405167025487881,0.048753385651781375,0
1e-12,1e-13,8.317730397944302,0.06389332592541148,0
1e-12,3e-13,7.338079033266199,0.06396277519272173,0
