time,colocalization_perc,colocalization,all_camkii
0.0,0.0,0.0,0.001
0.016666666666666666,0.0035924018218722086,3.59240182187221e-08,0.0010000000000000005
0.03333333333333333,0.01233559535315992,1.2335595353159928e-07,0.0010000000000000007
0.05,0.02320538297893425,2.320538297893428e-07,0.001000000000000001
0.06666666666666667,0.03478217126785355,3.47821712678536e-07,0.0010000000000000013
0.08333333333333333,0.046569911925615416,4.6569911925615465e-07,0.001000000000000001
0.1,0.05841395780015089,5.841395780015097e-07,0.0010000000000000013
0.11666666666666667,0.07026995708776537,7.026995708776547e-07,0.0010000000000000013
0.13333333333333333,0.08212646643712654,8.212646643712664e-07,0.0010000000000000013
0.15,0.09398108633362108,9.39810863336212e-07,0.0010000000000000013
0.16666666666666666,0.10583359624714016,1.0583359624714034e-06,0.0010000000000000018
0.18333333333333332,0.11768415599098779,1.1768415599098802e-06,0.001000000000000002
0.2,0.1295329119052261,1.2953291190522636e-06,0.0010000000000000022
0.21666666666666667,0.14137994967537215,1.413799496753724e-06,0.0010000000000000018
0.23333333333333334,0.15322531247073448,1.5322531247073474e-06,0.0010000000000000018
0.25,0.1650690204950442,1.650690204950445e-06,0.0010000000000000018
0.26666666666666666,0.17691108284828866,1.7691108284828897e-06,0.0010000000000000018
0.2833333333333333,0.18875150358321863,1.8875150358321886e-06,0.0010000000000000013
0.3,0.20059028454699512,2.005902845469954e-06,0.0010000000000000013
0.31666666666666665,0.2124274266489608,2.124274266489611e-06,0.0010000000000000015
0.3333333333333333,0.22426293040762207,2.2426293040762236e-06,0.0010000000000000013
0.35,0.23609679618108095,2.3609679618108126e-06,0.0010000000000000013
0.36666666666666664,0.2479290242623898,2.4792902426239025e-06,0.0010000000000000018
0.38333333333333336,0.2597596149184665,2.59759614918467e-06,0.0010000000000000018
0.4,0.2715885684057981,2.715885684057985e-06,0.0010000000000000015
0.4166666666666667,0.28341588497672315,2.834158849767234e-06,0.0010000000000000009
0.43333333333333335,0.2952415648819241,2.952415648819245e-06,0.0010000000000000013
0.45,0.3070656083714116,3.0706560837141205e-06,0.0010000000000000013
0.4666666666666667,0.3188880156949086,3.1888801569490916e-06,0.0010000000000000018
0.48333333333333334,0.3307087871020027,3.307087871020033e-06,0.0010000000000000018
0.5,0.3425279228422026,3.4252792284220326e-06,0.0010000000000000018
0.5166666666666667,0.3543454231649631,3.5434542316496346e-06,0.001000000000000001
0.5333333333333333,0.36616128831969097,3.661612883196915e-06,0.0010000000000000013
0.55,0.3779755185557518,3.7797551855575223e-06,0.001000000000000001
0.5666666666666667,0.3897881141224677,3.897881141224684e-06,0.0010000000000000018
0.5833333333333334,0.40159907526912164,4.015990752691222e-06,0.0010000000000000013
0.6,0.41340840224495334,4.134084022449537e-06,0.0010000000000000009
0.6166666666666667,0.42521609529916304,4.252160952991638e-06,0.0010000000000000018
0.6333333333333333,0.4370221546809103,4.370221546809109e-06,0.0010000000000000013
0.65,0.44882658063931247,4.488265806393131e-06,0.0010000000000000015
0.6666666666666666,0.46062937342344706,4.606293734234479e-06,0.0010000000000000018
0.6833333333333333,0.4724305332823515,4.724305332823519e-06,0.0010000000000000009
0.7,0.4842300604650195,4.842300604650201e-06,0.0010000000000000013
0.7166666666666667,0.4960279552204071,4.9602795522040775e-06,0.0010000000000000013
0.7333333333333333,0.5078242177974283,5.078242177974287e-06,0.0010000000000000009
0.75,0.5196188484449552,5.196188484449559e-06,0.0010000000000000013
0.7666666666666667,0.5314118474118215,5.314118474118218e-06,0.0010000000000000007
0.7833333333333333,0.543203214946817,5.4320321494681774e-06,0.0010000000000000013
0.8,0.554992951298694,5.5499295129869445e-06,0.0010000000000000009
0.8166666666666667,0.566781056716161,5.6678105671616165e-06,0.001000000000000001
0.8333333333333334,0.5785675314478882,5.785675314478889e-06,0.0010000000000000013
0.85,0.5903523757425029,5.903523757425039e-06,0.0010000000000000018
0.8666666666666667,0.6021355898485943,6.021355898485945e-06,0.0010000000000000005
0.8833333333333333,0.6139171740147074,6.139171740147079e-06,0.0010000000000000009
0.9,0.6256971284893489,6.256971284893493e-06,0.0010000000000000007
0.9166666666666666,0.6374754535209841,6.374754535209846e-06,0.0010000000000000009
