rgain,rlose,half_life,tau
0.01,0.0001,150.9,223.78151192674898
0.01,0.00018329807108324357,112.63333333333334,165.46316260352108
0.01,0.0003359818286283781,89.71666666666668,132.01975290140197
0.01,0.0006158482110660267,76.03333333333333,112.63567166421724
0.01,0.0011288378916846883,67.98333333333333,101.44194622350523
0.01,0.00206913808111479,63.33333333333334,95.0578060796507
0.01,0.00379269019073225,60.71666666666667,91.4675071886141
0.01,0.0069519279617756054,59.25,89.47129369016452
0.01,0.012742749857031334,58.43333333333333,88.36999372467906
0.01,0.023357214690901212,57.98333333333333,87.76532676835956
0.01,0.04281332398719392,57.73333333333333,87.43426728752297
0.01,0.07847599703514607,57.6,87.25329839726437
0.01,0.14384498882876628,57.53333333333333,87.15446212330633
0.01,0.26366508987303583,57.5,87.10050906046885
0.01,0.4832930238571752,57.46666666666667,87.07106490655583
0.01,0.8858667904100823,57.46666666666667,87.05499852362573
0.01,1.623776739188721,57.45,87.04623250769944
0.01,2.9763514416313193,57.45,87.04144987156133
0.01,5.455594781168514,57.45,87.03884058625465
0.01,10.0,57.45,87.0374170401844
0.012663801734674034,0.0001,135.88333333333333,200.64744068372812
0.012663801734674034,0.00018329807108324357,98.91666666666669,145.49222238438483
0.012663801734674034,0.0003359818286283781,76.83333333333333,113.6972597590011
0.012663801734674034,0.0006158482110660267,63.6,95.0987406956115
0.012663801734674034,0.0011288378916846883,55.76666666666666,84.23005551092777
0.012663801734674034,0.00206913808111479,51.21666666666667,77.95797481113418
0.012663801734674034,0.00379269019073225,48.61666666666667,74.39736577620475
0.012663801734674034,0.0069519279617756054,47.15,72.40475595264306
0.012663801734674034,0.012742749857031334,46.35,71.30098038149549
0.012663801734674034,0.023357214690901212,45.9,70.69350245082468
0.012663801734674034,0.04281332398719392,45.65,70.36045025429564
0.012663801734674034,0.07847599703514607,45.51666666666666,70.17825335096032
0.012663801734674034,0.14384498882876628,45.45,70.07870449057593
0.012663801734674034,0.26366508987303583,45.41666666666666,70.02434986462386
0.012663801734674034,0.4832930238571752,45.38333333333333,69.99468280359922
0.012663801734674034,0.8858667904100823,45.38333333333333,69.97849366669404
0.012663801734674034,1.623776739188721,45.36666666666667,69.96966034336793
0.012663801734674034,2.9763514416313193,45.36666666666667,69.96484088509452
0.012663801734674034,5.455594781168514,45.36666666666667,69.96221147903427
0.012663801734674034,10.0,45.36666666666667,69.96077695016888
0.0160371874375133,0.0001,123.51666666666668,181.8785415336972
0.0160371874375133,0.00018329807108324357,87.73333333333332,129.3494059526919
0.0160371874375133,0.0003359818286283781,66.43333333333334,98.94728349940473
0.0160371874375133,0.0006158482110660267,53.66666666666666,81.00980128084935
0.0160371874375133,0.0011288378916846883,46.06666666666667,70.39777452864426
0.0160371874375133,0.00206913808111479,41.61666666666667,64.19391916074655
0.0160371874375133,0.00379269019073225,39.05,60.63343021146117
0.0160371874375133,0.0069519279617756054,37.61666666666667,58.62533722801723
0.0160371874375133,0.012742749857031334,36.8,57.50742231893882
0.0160371874375133,0.023357214690901212,36.36666666666667,56.890326836638586
0.0160371874375133,0.04281332398719392,36.11666666666667,56.551422350313466
0.0160371874375133,0.07847599703514607,35.98333333333333,56.365845774104926
0.0160371874375133,0.14384498882876628,35.916666666666664,56.264396338797205
0.0160371874375133,0.26366508987303583,35.86666666666667,56.208987752086294
0.0160371874375133,0.4832930238571752,35.85,56.17874057883546
0.0160371874375133,0.8858667904100823,35.833333333333336,56.16223343107591
0.0160371874375133,1.623776739188721,35.833333333333336,56.153226155335986
0.0160371874375133,2.9763514416313193,35.833333333333336,56.14831165971141
0.0160371874375133,5.455594781168514,35.833333333333336,56.14563036513641
0.0160371874375133,10.0,35.81666666666667,56.14416751707861
0.020309176209047358,0.0001,113.31666666666666,166.60290968830355
0.020309176209047358,0.00018329807108324357,78.56666666666666,116.2415294097816
0.020309176209047358,0.0003359818286283781,58.01666666666666,87.00710230750563
0.020309176209047358,0.0006158482110660267,45.71666666666667,69.62233474773485
0.020309176209047358,0.0011288378916846883,38.35,59.21389272156361
0.020309176209047358,0.00206913808111479,34.016666666666666,53.049054894948206
0.020309176209047358,0.00379269019073225,31.5,49.47045063669867
0.020309176209047358,0.0069519279617756054,30.066666666666666,47.43513135859125
0.020309176209047358,0.012742749857031334,29.266666666666666,46.29581023751529
0.020309176209047358,0.023357214690901212,28.83333333333333,45.66479452146547
0.020309176209047358,0.04281332398719392,28.58333333333333,45.317573557995956
0.020309176209047358,0.07847599703514607,28.45,45.12723521660568
0.020309176209047358,0.14384498882876628,28.38333333333333,45.02311944745889
0.020309176209047358,0.26366508987303583,28.33333333333333,44.96623555554319
0.020309176209047358,0.4832930238571752,28.316666666666666,44.935177317381424
0.020309176209047358,0.8858667904100823,28.3,44.91822583199198
0.020309176209047358,1.623776739188721,28.3,44.908975594511176
0.020309176209047358,2.9763514416313193,28.3,44.90392838452788
0.020309176209047358,5.455594781168514,28.3,44.901174633886704
0.020309176209047358,10.0,28.28333333333333,44.89967224498489
0.025719138090593445,0.0001,104.86666666666666,154.1371906333531
0.025719138090593445,0.00018329807108324357,71.05,105.55010414858911
0.025719138090593445,0.0003359818286283781,51.16666666666666,77.28386564317692
0.025719138090593445,0.0006158482110660267,39.3,60.3597631767328
0.025719138090593445,0.0011288378916846883,32.2,50.12197402245667
0.025719138090593445,0.00206913808111479,27.98333333333333,43.989510511348115
0.025719138090593445,0.00379269019073225,25.516666666666666,40.3936013795443
0.025719138090593445,0.0069519279617756054,24.11666666666667,38.332492375718275
0.025719138090593445,0.012742749857031334,23.316666666666666,37.1726063209907
0.025719138090593445,0.023357214690901212,22.88333333333333,36.528070912396196
0.025719138090593445,0.04281332398719392,22.63333333333333,36.172717157188075
0.025719138090593445,0.07847599703514607,22.5,35.97770346925155
0.025719138090593445,0.14384498882876628,22.43333333333333,35.870963790970734
0.025719138090593445,0.26366508987303583,22.38333333333333,35.812626223329055
0.025719138090593445,0.4832930238571752,22.36666666666667,35.78076825495042
0.025719138090593445,0.8858667904100823,22.35,35.76337847547006
0.025719138090593445,1.623776739188721,22.35,35.753888527851316
0.025719138090593445,2.9763514416313193,22.35,35.74871036367524
0.025719138090593445,5.455594781168514,22.35,35.74588512075336
0.025719138090593445,10.0,22.35,35.74434370640828
0.03257020655659783,0.0001,97.88333333333334,143.9442498704104
0.03257020655659783,0.00018329807108324357,64.83333333333333,96.7933780563491
0.03257020655659783,0.0003359818286283781,45.56666666666667,69.31924571930672
0.03257020655659783,0.0006158482110660267,34.13333333333333,52.78130152491828
0.03257020655659783,0.0011288378916846883,27.28333333333333,42.70451428023535
0.03257020655659783,0.00206913808111479,23.18333333333333,36.623373530972245
0.03257020655659783,0.00379269019073225,20.78333333333333,33.031824607369636
