n1D1e-11,n1D1e-11-std,time,n2D1e-11,n2D1e-11-std,n10D1e-11,n10D1e-11-std,n20D1e-11,n20D1e-11-std,n100D1e-11,n100D1e-11-std,n1D1e-12,n1D1e-12-std,n2D1e-12,n2D1e-12-std,n10D1e-12,n10D1e-12-std,n20D1e-12,n20D1e-12-std,n100D1e-12,n100D1e-12-std,n1D1e-13,n1D1e-13-std,n2D1e-13,n2D1e-13-std,n10D1e-13,n10D1e-13-std,n20D1e-13,n20D1e-13-std,n100D1e-13,n100D1e-13-std,n1D1e-15,n1D1e-15-std,n2D1e-15,n2D1e-15-std,n10D1e-15,n10D1e-15-std,n20D1e-15,n20D1e-15-std,n100D1e-15,n100D1e-15-std,n1D1e-16,n1D1e-16-std,n2D1e-16,n2D1e-16-std,n10D1e-16,n10D1e-16-std,n20D1e-16,n20D1e-16-std,n100D1e-16,n100D1e-16-std,n1D1e-18,n1D1e-18-std,n2D1e-18,n2D1e-18-std,n10D1e-18,n10D1e-18-std,n20D1e-18,n20D1e-18-std,n100D1e-18,n100D1e-18-std
1.9,0.7000000000000001,0.1,2.2,0.9797958971132714,2.8,0.9797958971132713,2.4,1.2,2.9,0.7,2.2,1.2489995996796797,2.4,0.66332495807108,2.6,0.9165151389911681,2.4,1.019803902718557,2.6,1.3564659966250536,1.9,0.8306623862918074,0.8,0.6000000000000001,2.2,0.7483314773547882,2.3,0.7810249675906654,2.1,0.9433981132056604,1.3,1.1,1.5,0.9219544457292888,0.5,0.806225774829855,0.4,0.48989794855663565,0.5,0.5,2.1,0.9433981132056604,1.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,1.4,0.48989794855663565,2.1,1.2206555615733703,0.2,0.4,0.0,0.0,0.0,0.0
1.7,0.9,0.11,2.2,0.9797958971132714,2.7,0.7810249675906654,2.3,1.1,2.8,0.7483314773547882,2.0,1.1832159566199232,2.2,0.7483314773547882,2.6,0.9165151389911681,2.1,1.044030650891055,2.6,1.3564659966250536,1.6,0.8,0.7,0.6403124237432849,1.9,0.7,2.3,0.7810249675906654,2.0,1.0,1.1,0.9433981132056604,1.4,0.9165151389911681,0.5,0.806225774829855,0.4,0.48989794855663565,0.5,0.5,1.9,0.9433981132056604,1.3,1.004987562112089,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,1.4,0.48989794855663565,2.0,1.1832159566199232,0.1,0.30000000000000004,0.0,0.0,0.0,0.0
1.7,0.9,0.12,2.2,0.9797958971132714,2.3,0.45825756949558405,2.2,0.9797958971132712,2.5,0.6708203932499369,1.8,1.0770329614269007,2.1,0.8306623862918073,2.4,0.66332495807108,1.9,0.7,2.5,1.284523257866513,1.6,0.8,0.7,0.6403124237432849,1.9,0.7,2.2,0.7483314773547882,1.8,0.7483314773547882,0.8,0.7483314773547883,1.1,1.1357816691600546,0.5,0.806225774829855,0.4,0.48989794855663565,0.5,0.5,1.6,0.9165151389911679,1.1,0.9433981132056604,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,1.2,0.6000000000000001,1.8,1.16619037896906,0.1,0.30000000000000004,0.0,0.0,0.0,0.0
1.7,0.9,0.13,2.2,0.9797958971132714,2.3,0.45825756949558405,2.0,1.0954451150103321,2.3,0.45825756949558405,1.6,1.2806248474865698,1.8,0.8717797887081347,2.4,0.66332495807108,1.7,0.6403124237432848,1.9,1.1357816691600546,1.4,0.9165151389911681,0.6,0.48989794855663565,1.8,0.7483314773547883,1.9,0.8306623862918074,1.7,0.6403124237432849,0.6,0.8,0.9,1.044030650891055,0.5,0.806225774829855,0.4,0.48989794855663565,0.5,0.5,1.5,0.6708203932499369,0.8,0.7483314773547882,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,1.0,0.4472135954999579,1.5,1.02469507659596,0.1,0.30000000000000004,0.0,0.0,0.0,0.0
1.3,1.0999999999999999,0.14,2.2,0.9797958971132714,2.2,0.6,1.9,0.9433981132056604,2.3,0.45825756949558405,1.2,0.9797958971132712,1.8,0.8717797887081347,2.3,0.9,1.6,0.66332495807108,1.7,1.004987562112089,1.3,0.7810249675906655,0.6,0.48989794855663565,1.8,0.7483314773547883,1.8,0.7483314773547883,1.5,0.6708203932499369,0.5,0.6708203932499369,0.9,1.044030650891055,0.4,0.66332495807108,0.4,0.48989794855663565,0.5,0.5,1.5,0.6708203932499369,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.7,0.6403124237432848,1.5,1.02469507659596,0.1,0.30000000000000004,0.0,0.0,0.0,0.0
1.1,0.8306623862918073,0.15,2.0,0.8944271909999159,2.2,0.6,1.9,0.9433981132056604,2.1,0.3,1.1,0.8306623862918073,1.6,0.8000000000000002,2.1,0.9433981132056604,1.6,0.66332495807108,1.6,0.9165151389911681,1.3,0.7810249675906655,0.6,0.48989794855663565,1.8,0.7483314773547883,1.7,0.7810249675906655,1.5,0.6708203932499369,0.3,0.45825756949558394,0.9,1.044030650891055,0.3,0.6403124237432848,0.4,0.48989794855663565,0.5,0.5,1.1,0.7,0.7,0.6403124237432849,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.7,0.6403124237432848,1.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1.1,0.8306623862918073,0.16,1.9,0.8306623862918074,2.0,0.6324555320336759,1.7,0.9,2.1,0.3,1.0,0.7745966692414834,1.5,0.806225774829855,1.9,0.8306623862918074,1.6,0.66332495807108,1.3,0.7810249675906654,1.2,0.7483314773547882,0.6,0.48989794855663565,1.8,0.7483314773547883,1.7,0.7810249675906655,1.5,0.6708203932499369,0.3,0.45825756949558394,0.9,1.044030650891055,0.2,0.4000000000000001,0.4,0.48989794855663565,0.5,0.5,0.9,0.7000000000000001,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4898979485566356,1.1,1.044030650891055,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.7000000000000001,0.17,1.7,0.7810249675906653,1.9,0.5385164807134505,1.7,0.9,2.1,0.3,0.9,0.8306623862918076,1.5,0.806225774829855,1.9,0.8306623862918074,1.6,0.66332495807108,1.3,0.7810249675906654,1.0,0.7745966692414834,0.6,0.48989794855663565,1.8,0.7483314773547883,1.7,0.7810249675906655,1.5,0.6708203932499369,0.3,0.45825756949558394,0.7,0.7810249675906654,0.2,0.4000000000000001,0.4,0.48989794855663565,0.5,0.5,0.8,0.6000000000000001,0.5,0.6708203932499369,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.7483314773547883,0.18,1.6,0.8000000000000002,1.8,0.4,1.7,0.9,2.0,0.4472135954999579,0.9,0.8306623862918076,1.3,0.9,1.7,0.7810249675906654,1.6,0.66332495807108,1.1,0.7,1.0,0.7745966692414834,0.6,0.48989794855663565,1.8,0.7483314773547883,1.5,0.806225774829855,1.5,0.6708203932499369,0.3,0.45825756949558394,0.6,0.66332495807108,0.2,0.4000000000000001,0.4,0.48989794855663565,0.5,0.5,0.7,0.45825756949558405,0.3,0.45825756949558405,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.7810249675906654,0.19,1.5,0.806225774829855,1.8,0.4,1.7,0.9,2.0,0.4472135954999579,0.8,0.8717797887081347,1.3,0.9,1.7,0.7810249675906654,1.5,0.6708203932499369,1.1,0.7,0.9,0.7000000000000001,0.6,0.48989794855663565,1.7,0.6403124237432848,1.5,0.806225774829855,1.5,0.6708203932499369,0.3,0.45825756949558394,0.6,0.66332495807108,0.2,0.4000000000000001,0.4,0.48989794855663565,0.5,0.5,0.6,0.4898979485566356,0.3,0.45825756949558405,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558405,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.6708203932499369,0.2,1.4,0.8,1.7,0.45825756949558405,1.6,0.9165151389911681,2.0,0.4472135954999579,0.7,0.9,1.3,0.9,1.7,0.7810249675906654,1.5,0.6708203932499369,1.1,0.7,0.9,0.7000000000000001,0.6,0.48989794855663565,1.7,0.6403124237432848,1.4,0.8000000000000002,1.5,0.6708203932499369,0.3,0.45825756949558394,0.6,0.66332495807108,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.5,0.5,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558405,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.48989794855663565,0.21,1.3,0.7810249675906654,1.4,0.48989794855663565,1.6,0.9165151389911681,2.0,0.4472135954999579,0.7,0.9,1.3,0.9,1.5,0.806225774829855,1.4,0.48989794855663565,1.1,0.7,0.8,0.6000000000000001,0.6,0.48989794855663565,1.7,0.6403124237432848,1.4,0.8000000000000002,1.5,0.6708203932499369,0.3,0.45825756949558394,0.5,0.6708203932499369,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.5,0.5,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558405,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.45825756949558394,0.22,1.2,0.6000000000000001,1.3,0.6403124237432849,1.5,0.9219544457292888,1.8,0.6000000000000001,0.7,0.9,1.3,0.9,1.4,0.9165151389911681,1.4,0.48989794855663565,1.1,0.7,0.8,0.6000000000000001,0.6,0.48989794855663565,1.6,0.48989794855663565,1.4,0.8000000000000002,1.4,0.8,0.3,0.45825756949558394,0.4,0.6633249580710802,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.4,0.4898979485566357,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558405,0.9,0.9433981132056605,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.45825756949558394,0.23,1.1,0.7,1.2,0.6000000000000001,1.3,0.7810249675906653,1.5,0.6708203932499369,0.4,0.66332495807108,1.2,0.7483314773547883,1.3,0.9,1.3,0.45825756949558405,1.0,0.7745966692414834,0.8,0.6000000000000001,0.6,0.48989794855663565,1.6,0.48989794855663565,1.3,0.7810249675906653,1.4,0.8,0.2,0.4,0.4,0.6633249580710802,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.2,0.4000000000000001,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558405,0.7,0.7810249675906654,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.45825756949558394,0.24,1.1,0.7,1.2,0.6000000000000001,1.3,0.7810249675906653,1.5,0.6708203932499369,0.4,0.66332495807108,1.0,0.7745966692414834,1.3,0.9,1.3,0.45825756949558405,1.0,0.7745966692414834,0.7,0.6403124237432849,0.6,0.48989794855663565,1.5,0.6708203932499369,1.2,0.8717797887081347,1.4,0.8,0.2,0.4,0.2,0.4000000000000001,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.7,0.7810249675906654,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.45825756949558394,0.25,1.1,0.7,1.2,0.6000000000000001,1.2,0.6000000000000001,1.5,0.6708203932499369,0.3,0.6403124237432849,1.0,0.7745966692414834,1.3,0.9,1.3,0.45825756949558405,1.0,0.7745966692414834,0.6,0.4898979485566356,0.6,0.48989794855663565,1.5,0.6708203932499369,1.2,0.8717797887081347,1.4,0.8,0.2,0.4,0.2,0.4000000000000001,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.5,0.6708203932499369,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.45825756949558394,0.26,1.1,0.7,1.0,0.6324555320336759,1.2,0.6000000000000001,1.5,0.6708203932499369,0.1,0.30000000000000004,1.0,0.7745966692414834,1.2,0.7483314773547883,1.3,0.45825756949558405,1.0,0.7745966692414834,0.6,0.4898979485566356,0.6,0.48989794855663565,1.3,0.6403124237432849,1.2,0.8717797887081347,1.4,0.8,0.2,0.4,0.2,0.4000000000000001,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.27,1.1,0.7,1.0,0.6324555320336759,1.1,0.5385164807134505,1.4,0.66332495807108,0.1,0.30000000000000004,1.0,0.7745966692414834,1.2,0.7483314773547883,1.3,0.45825756949558405,1.0,0.7745966692414834,0.6,0.4898979485566356,0.5,0.5,1.3,0.6403124237432849,1.2,0.8717797887081347,1.4,0.8,0.1,0.30000000000000004,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.28,1.1,0.7,1.0,0.6324555320336759,1.1,0.5385164807134505,1.3,0.7810249675906655,0.1,0.30000000000000004,1.0,0.7745966692414834,1.2,0.7483314773547883,1.3,0.45825756949558405,1.0,0.7745966692414834,0.5,0.5,0.5,0.5,1.3,0.6403124237432849,1.2,0.8717797887081347,1.4,0.8,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.29,1.0,0.6324555320336759,0.9,0.5385164807134504,1.1,0.5385164807134505,1.3,0.7810249675906655,0.0,0.0,1.0,0.7745966692414834,1.2,0.7483314773547883,1.2,0.6000000000000001,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.2,0.6,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.3,1.0,0.6324555320336759,0.8,0.4,1.1,0.5385164807134505,1.3,0.7810249675906655,0.0,0.0,1.0,0.7745966692414834,1.2,0.7483314773547883,1.2,0.6000000000000001,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.1,0.7000000000000001,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.31,1.0,0.6324555320336759,0.8,0.4,1.0,0.6324555320336759,1.3,0.7810249675906655,0.0,0.0,1.0,0.7745966692414834,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.1,0.7000000000000001,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.32,1.0,0.6324555320336759,0.8,0.4,1.0,0.6324555320336759,1.3,0.7810249675906655,0.0,0.0,1.0,0.7745966692414834,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.0,0.6324555320336759,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.33,1.0,0.6324555320336759,0.8,0.4,0.9,0.5385164807134504,1.3,0.7810249675906655,0.0,0.0,0.9,0.8306623862918076,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.0,0.6324555320336759,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.34,1.0,0.6324555320336759,0.8,0.4,0.8,0.4,1.3,0.7810249675906655,0.0,0.0,0.9,0.8306623862918076,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.5,0.5,0.5,0.5,1.0,0.6324555320336759,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.35000000000000003,1.0,0.6324555320336759,0.7,0.45825756949558405,0.8,0.4,1.2,0.7483314773547882,0.0,0.0,0.9,0.8306623862918076,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.4,0.48989794855663565,0.5,0.5,1.0,0.6324555320336759,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.36,0.9,0.5385164807134504,0.7,0.45825756949558405,0.8,0.4,1.2,0.7483314773547882,0.0,0.0,0.9,0.8306623862918076,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.3,0.45825756949558394,0.5,0.5,1.0,0.6324555320336759,1.2,0.8717797887081347,1.3,0.7810249675906654,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.37,0.9,0.5385164807134504,0.7,0.45825756949558405,0.7,0.45825756949558405,1.1,0.8306623862918074,0.0,0.0,0.8,0.7483314773547883,1.2,0.7483314773547883,0.9,0.3,0.9,0.7000000000000001,0.3,0.45825756949558394,0.5,0.5,0.9,0.5385164807134505,1.2,0.8717797887081347,1.2,0.7483314773547883,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.38,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,1.1,0.8306623862918074,0.0,0.0,0.8,0.7483314773547883,1.2,0.7483314773547883,0.9,0.3,0.8,0.6000000000000001,0.2,0.4000000000000001,0.5,0.5,0.9,0.5385164807134505,1.2,0.8717797887081347,1.2,0.7483314773547883,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.39,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,1.1,0.8306623862918074,0.0,0.0,0.8,0.7483314773547883,1.2,0.7483314773547883,0.9,0.3,0.8,0.6000000000000001,0.1,0.30000000000000004,0.5,0.5,0.8,0.6000000000000001,1.2,0.8717797887081347,1.2,0.7483314773547883,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.4,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.9,0.8306623862918076,0.0,0.0,0.8,0.7483314773547883,1.1,0.7,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.5,0.5,0.8,0.6000000000000001,1.2,0.8717797887081347,1.1,0.8306623862918074,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.41000000000000003,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.9,0.8306623862918076,0.0,0.0,0.8,0.7483314773547883,1.1,0.7,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.2,0.8717797887081347,1.1,0.8306623862918074,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.42,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.9,0.8306623862918076,0.0,0.0,0.7,0.6403124237432849,1.0,0.6324555320336759,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.1,0.8306623862918074,1.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.43,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.9,0.7,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.1,0.8306623862918074,1.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.44,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.0,0.6324555320336759,1.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.45,0.8,0.6000000000000001,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.0,0.6324555320336759,1.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.46,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.0,0.6324555320336759,1.0,0.6324555320336759,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.47000000000000003,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.0,0.6324555320336759,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.48,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,1.0,0.6324555320336759,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.49,0.7,0.45825756949558405,0.6,0.48989794855663565,0.7,0.45825756949558405,0.8,0.8717797887081348,0.0,0.0,0.7,0.6403124237432849,0.8,0.6000000000000001,0.9,0.3,0.6,0.4898979485566356,0.1,0.30000000000000004,0.4,0.48989794855663565,0.8,0.6000000000000001,0.9,0.5385164807134504,0.9,0.5385164807134504,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.48989794855663565,0.4,0.48989794855663565,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
