n1D1e-11,n1D1e-11-std,time,n2D1e-11,n2D1e-11-std,n4D1e-11,n4D1e-11-std,n8D1e-11,n8D1e-11-std,n16D1e-11,n16D1e-11-std,n32D1e-11,n32D1e-11-std,n64D1e-11,n64D1e-11-std,n1D1e-12,n1D1e-12-std,n2D1e-12,n2D1e-12-std,n4D1e-12,n4D1e-12-std,n8D1e-12,n8D1e-12-std,n16D1e-12,n16D1e-12-std,n32D1e-12,n32D1e-12-std,n64D1e-12,n64D1e-12-std,n1D1e-13,n1D1e-13-std,n2D1e-13,n2D1e-13-std,n4D1e-13,n4D1e-13-std,n8D1e-13,n8D1e-13-std,n16D1e-13,n16D1e-13-std,n32D1e-13,n32D1e-13-std,n64D1e-13,n64D1e-13-std,n1D1e-14,n1D1e-14-std,n2D1e-14,n2D1e-14-std,n4D1e-14,n4D1e-14-std,n8D1e-14,n8D1e-14-std,n16D1e-14,n16D1e-14-std,n32D1e-14,n32D1e-14-std,n64D1e-14,n64D1e-14-std,n1D1e-15,n1D1e-15-std,n2D1e-15,n2D1e-15-std,n4D1e-15,n4D1e-15-std,n8D1e-15,n8D1e-15-std,n16D1e-15,n16D1e-15-std,n32D1e-15,n32D1e-15-std,n64D1e-15,n64D1e-15-std,n1D1e-16,n1D1e-16-std,n2D1e-16,n2D1e-16-std,n4D1e-16,n4D1e-16-std,n8D1e-16,n8D1e-16-std,n16D1e-16,n16D1e-16-std,n32D1e-16,n32D1e-16-std,n64D1e-16,n64D1e-16-std,n1D1e-17,n1D1e-17-std,n2D1e-17,n2D1e-17-std,n4D1e-17,n4D1e-17-std,n8D1e-17,n8D1e-17-std,n16D1e-17,n16D1e-17-std,n32D1e-17,n32D1e-17-std,n64D1e-17,n64D1e-17-std,n1D1e-18,n1D1e-18-std,n2D1e-18,n2D1e-18-std,n4D1e-18,n4D1e-18-std,n8D1e-18,n8D1e-18-std,n16D1e-18,n16D1e-18-std,n32D1e-18,n32D1e-18-std,n64D1e-18,n64D1e-18-std
1.15,0.7262919523166976,0.1,0.95,0.6689544080129827,0.45,0.6689544080129826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.7262919523166975,0.9,0.7000000000000001,0.4,0.5830951894845302,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.8046738469715541,0.75,0.8874119674649424,0.5,0.5916079783099616,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.6689544080129827,0.5,0.5916079783099616,0.6,0.8602325267042625,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.75,0.698212002188447,0.75,0.8874119674649424,0.1,0.30000000000000004,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,1.0,0.7745966692414834,0.65,0.7921489758877431,0.65,0.7262919523166975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.75,0.6224949798994366,0.35,0.4769696007084728,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5361902647381804,0.75,0.7664854858377946,0.4,0.8,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
1.1,0.7,0.11,0.8,0.6000000000000001,0.35,0.5722761571129799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.698212002188447,0.8,0.6782329983125269,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7664854858377946,0.7,0.8426149773176358,0.3,0.45825756949558394,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.7262919523166975,0.45,0.5894913061275798,0.45,0.6689544080129827,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.6689544080129827,0.65,0.6538348415311009,0.6,0.7348469228349533,0.1,0.30000000000000004,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.8,0.7483314773547882,0.6,0.7348469228349533,0.5,0.5916079783099616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.47696960070847283,0.7,0.6403124237432849,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.47696960070847283,0.7,0.7810249675906655,0.25,0.698212002188447,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
1.05,0.6689544080129826,0.12,0.75,0.5361902647381804,0.25,0.5361902647381804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.7262919523166975,0.6,0.7348469228349533,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7810249675906654,0.6,0.7999999999999998,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.698212002188447,0.4,0.4898979485566356,0.45,0.6689544080129827,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.6689544080129827,0.6,0.66332495807108,0.45,0.5894913061275797,0.05,0.2179449471770336,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.65,0.7262919523166975,0.5,0.5916079783099616,0.3,0.45825756949558394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.49749371855331,0.65,0.5722761571129797,0.25,0.4330127018922193,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.49749371855331004,0.65,0.7262919523166975,0.15,0.47696960070847283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.7262919523166975,0.13,0.55,0.49749371855331,0.2,0.5099019513592785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7348469228349533,0.55,0.7399324293474372,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7810249675906654,0.6,0.7999999999999998,0.2,0.4000000000000001,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.714142842854285,0.35,0.4769696007084727,0.35,0.5722761571129797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.6689544080129827,0.55,0.6689544080129827,0.35,0.4769696007084727,0.05,0.2179449471770336,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.6,0.7348469228349533,0.5,0.5916079783099616,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.65,0.5722761571129797,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.49749371855331004,0.6,0.66332495807108,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.6782329983125267,0.14,0.4,0.4898979485566357,0.2,0.5099019513592785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5916079783099616,0.35,0.4769696007084728,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.7399324293474372,0.55,0.7399324293474372,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.6538348415311009,0.35,0.4769696007084727,0.35,0.5722761571129797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5916079783099616,0.55,0.6689544080129827,0.35,0.4769696007084727,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.6689544080129827,0.3,0.4582575694955839,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084728,0.6,0.5830951894845301,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.49749371855331004,0.55,0.6689544080129827,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.714142842854285,0.15,0.4,0.4898979485566357,0.2,0.5099019513592785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331,0.35,0.4769696007084728,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.66332495807108,0.5,0.7416198487095663,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.6538348415311009,0.3,0.4582575694955839,0.25,0.5361902647381804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.45,0.6689544080129828,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.66332495807108,0.25,0.4330127018922193,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.5,0.5,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.45,0.5894913061275798,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.7348469228349535,0.16,0.4,0.4898979485566357,0.2,0.5099019513592785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.6538348415311009,0.5,0.7416198487095663,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.58309518948453,0.3,0.4582575694955839,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.45,0.6689544080129828,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6403124237432848,0.2,0.4000000000000001,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.5,0.5,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.45,0.5894913061275798,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.5894913061275798,0.17,0.35,0.47696960070847283,0.15,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084728,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5567764362830021,0.4,0.7348469228349533,0.05,0.21794494717703358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5916079783099616,0.3,0.4582575694955839,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.4,0.5830951894845302,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6403124237432848,0.15,0.35707142142714243,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.5,0.5,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.45,0.5894913061275798,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.5894913061275798,0.18,0.35,0.47696960070847283,0.15,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084728,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5099019513592785,0.35,0.7262919523166975,0.05,0.21794494717703358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5916079783099616,0.25,0.4330127018922193,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4898979485566357,0.35,0.5722761571129799,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5361902647381804,0.15,0.35707142142714243,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.45,0.4974937185533101,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.4,0.5830951894845302,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.5830951894845302,0.19,0.3,0.4582575694955839,0.15,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5099019513592785,0.35,0.7262919523166975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.5894913061275798,0.25,0.4330127018922193,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558394,0.3,0.4582575694955839,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.45,0.4974937185533101,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.3,0.5567764362830021,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.5830951894845302,0.2,0.25,0.4330127018922193,0.15,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5099019513592785,0.35,0.7262919523166975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5830951894845302,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.3,0.4582575694955839,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.45,0.4974937185533101,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.5830951894845302,0.21,0.2,0.4000000000000001,0.15,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.35707142142714243,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5830951894845302,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.3,0.4582575694955839,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.4,0.4898979485566357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.2,0.4000000000000001,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.5830951894845302,0.22,0.1,0.30000000000000004,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.45825756949558394,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.35,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.5722761571129799,0.23,0.1,0.30000000000000004,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.4582575694955839,0.24,0.05,0.21794494717703358,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.4582575694955839,0.25,0.05,0.21794494717703358,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.4582575694955839,0.26,0.05,0.21794494717703358,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.25,0.4330127018922193,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4000000000000001,0.27,0.05,0.21794494717703358,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703358,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4000000000000001,0.28,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4000000000000001,0.29,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4000000000000001,0.3,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4000000000000001,0.31,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.35707142142714243,0.32,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2179449471770336,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
