n1D1e-10,n1D1e-10-std,time,n2D1e-10,n2D1e-10-std,n4D1e-10,n4D1e-10-std,n8D1e-10,n8D1e-10-std,n32D1e-10,n32D1e-10-std,n64D1e-10,n64D1e-10-std,n1D1e-11,n1D1e-11-std,n2D1e-11,n2D1e-11-std,n4D1e-11,n4D1e-11-std,n8D1e-11,n8D1e-11-std,n32D1e-11,n32D1e-11-std,n64D1e-11,n64D1e-11-std,n1D1e-12,n1D1e-12-std,n2D1e-12,n2D1e-12-std,n4D1e-12,n4D1e-12-std,n8D1e-12,n8D1e-12-std,n32D1e-12,n32D1e-12-std,n64D1e-12,n64D1e-12-std,n1D1e-13,n1D1e-13-std,n2D1e-13,n2D1e-13-std,n4D1e-13,n4D1e-13-std,n8D1e-13,n8D1e-13-std,n32D1e-13,n32D1e-13-std,n64D1e-13,n64D1e-13-std,n1D1e-15,n1D1e-15-std,n2D1e-15,n2D1e-15-std,n4D1e-15,n4D1e-15-std,n8D1e-15,n8D1e-15-std,n32D1e-15,n32D1e-15-std,n64D1e-15,n64D1e-15-std,n1D1e-16,n1D1e-16-std,n2D1e-16,n2D1e-16-std,n4D1e-16,n4D1e-16-std,n8D1e-16,n8D1e-16-std,n32D1e-16,n32D1e-16-std,n64D1e-16,n64D1e-16-std,n1D1e-18,n1D1e-18-std,n2D1e-18,n2D1e-18-std,n4D1e-18,n4D1e-18-std,n8D1e-18,n8D1e-18-std,n32D1e-18,n32D1e-18-std,n64D1e-18,n64D1e-18-std
0.1,0.30000000000000004,0.1,0.55,0.7399324293474372,0.75,0.6224949798994366,0.15,0.47696960070847283,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.35,0.5722761571129799,0.35,0.5722761571129799,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.2,0.4000000000000001,0.3,0.5567764362830021,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.25,0.4330127018922193,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084729,0.35,0.4769696007084729,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.3,0.4582575694955839,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.35,0.47696960070847283,0.2,0.4,0.05,0.21794494717703355,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.11,0.55,0.7399324293474372,0.65,0.6538348415311012,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.3,0.5567764362830021,0.3,0.5567764362830021,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.3,0.5567764362830021,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.25,0.4330127018922193,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084729,0.35,0.4769696007084729,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.25,0.4330127018922193,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.49749371855331004,0.35,0.47696960070847283,0.15,0.3570714214271425,0.05,0.21794494717703355,0.0,0.0,0.0,0.0
0.1,0.30000000000000004,0.12,0.55,0.7399324293474372,0.65,0.6538348415311012,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.3,0.5567764362830021,0.3,0.5567764362830021,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.15,0.35707142142714243,0.2,0.5099019513592785,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.25,0.4330127018922193,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084729,0.35,0.4769696007084729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.3,0.45825756949558394,0.15,0.3570714214271425,0.05,0.21794494717703355,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.13,0.45,0.6689544080129827,0.65,0.6538348415311012,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.3,0.5567764362830021,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.15,0.47696960070847283,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.2,0.4,0.25,0.4330127018922193,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084729,0.3,0.45825756949558394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.3,0.45825756949558394,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.14,0.45,0.6689544080129827,0.6,0.66332495807108,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.25,0.5361902647381804,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.4000000000000001,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4769696007084729,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.3,0.45825756949558394,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.15,0.45,0.6689544080129827,0.6,0.66332495807108,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.48989794855663565,0.25,0.5361902647381804,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.4000000000000001,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.2,0.4000000000000001,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.16,0.4,0.66332495807108,0.45,0.49749371855331004,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4582575694955839,0.2,0.5099019513592785,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.17,0.35,0.5722761571129799,0.35,0.47696960070847283,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.2,0.5099019513592785,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.18,0.3,0.5567764362830021,0.3,0.4582575694955839,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.2,0.5099019513592785,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4330127018922193,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.15,0.3570714214271425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.19,0.3,0.5567764362830021,0.3,0.4582575694955839,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.2,0.5099019513592785,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.2,0.3,0.5567764362830021,0.3,0.4582575694955839,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.2,0.5099019513592785,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.05,0.21794494717703364,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.21,0.3,0.5567764362830021,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.3570714214271425,0.15,0.3570714214271425,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.05,0.21794494717703364,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4000000000000001,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.22,0.3,0.5567764362830021,0.25,0.4330127018922193,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.05,0.21794494717703364,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.23,0.3,0.5567764362830021,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.43588989435406733,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.05,0.21794494717703364,0.05,0.21794494717703355,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.35707142142714243,0.05,0.2179449471770336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.21794494717703367,0.24,0.3,0.5567764362830021,0.2,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703355,0.1,0.43588989435406733,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.25,0.3,0.5567764362830021,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.26,0.3,0.5567764362830021,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.27,0.3,0.5567764362830021,0.15,0.35707142142714243,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.1,0.30000000000000004,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21794494717703364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
